"message_structure";"version_id";"seq_no";"seg_code";"groupname";"modification";"repetitional";"optional";"status"
"ACK";4;1;"MSH";;"O";0;0;
"ACK";4;2;"MSA";;"O";0;0;
"ACK";4;3;"ERR";;"O";0;1;
"ACK";5;1;"MSH";;"O";0;0;
"ACK";5;2;"MSA";;"O";0;0;
"ACK";5;4;"ERR";;"O";0;1;
"ACK";6;1;"MSH";"";"O";0;0;
"ACK";6;2;"SFT";"";"O";1;1;
"ACK";6;3;"MSA";"";"O";0;0;
"ACK";6;4;"ERR";"";"O";1;1;
"ACK";7;1;"MSH";"";"O";0;0;
"ACK";7;2;"SFT";"";"O";1;1;
"ACK";7;3;"UAC";"";"O";0;1;
"ACK";7;4;"MSA";"";"O";0;0;
"ACK";7;5;"ERR";"";"O";1;1;
"ACK";8;1;"MSH";;"O";0;0;
"ACK";8;2;"SFT";;"O";1;1;
"ACK";8;3;"UAC";;"O";0;1;
"ACK";8;4;"MSA";;"O";0;0;
"ACK";8;5;"ERR";;"O";1;1;
"ACK";9;1;"MSH";"";"O";0;0;
"ACK";9;2;"SFT";"";"O";1;1;
"ACK";9;3;"UAC";"";"O";0;1;
"ACK";9;4;"MSA";"";"O";0;0;
"ACK";9;5;"ERR";"";"O";1;1;
"ACK";10;1;"MSH";"";"O";0;0;
"ACK";10;2;"SFT";"";"O";1;1;
"ACK";10;3;"UAC";"";"O";0;1;
"ACK";10;4;"MSA";"";"O";0;0;
"ACK";10;5;"ERR";"";"O";1;1;
"ACK";61;1;"MSH";"";"O";0;0;
"ACK";61;2;"SFT";"";"O";1;1;
"ACK";61;3;"MSA";"";"O";0;0;
"ACK";61;4;"ERR";"";"O";1;1;
"ACK";81;1;"MSH";"";"O";0;0;
"ACK";81;2;"SFT";"";"O";1;1;
"ACK";81;3;"UAC";"";"O";0;1;
"ACK";81;4;"MSA";"";"O";0;0;
"ACK";81;5;"ERR";"";"O";1;1;
"ACK";91;1;"MSH";"";"O";0;0;
"ACK";91;2;"SFT";"";"O";1;1;
"ACK";91;3;"UAC";"";"O";0;1;
"ACK";91;4;"MSA";"";"O";0;0;
"ACK";91;5;"ERR";"";"O";1;1;
"ACK";92;1;"MSH";"";"O";0;0;
"ACK";92;2;"SFT";"";"O";1;1;
"ACK";92;3;"UAC";"";"O";0;1;
"ACK";92;4;"MSA";"";"O";0;0;
"ACK";92;5;"ERR";"";"O";1;1;
"ACK";540;1;"MSH";;"O";0;0;
"ACK";540;2;"MSA";;"O";0;0;
"ACK";540;3;"ERR";;"O";0;1;
"ADR_A19";5;1;"MSH";;"O";0;0;
"ADR_A19";5;2;"MSA";;"O";0;0;
"ADR_A19";5;4;"ERR";;"O";0;1;
"ADR_A19";5;7;"QAK";;"O";0;1;
"ADR_A19";5;9;"QRD";;"O";0;0;
"ADR_A19";5;11;"QRF";;"O";0;1;
"ADR_A19";5;13;"{";"QUERY_RESPONSE";"O";0;0;
"ADR_A19";5;15;"EVN";;"O";0;1;
"ADR_A19";5;17;"PID";;"O";0;0;
"ADR_A19";5;19;"PD1";;"O";0;1;
"ADR_A19";5;23;"ROL";;"O";1;1;
"ADR_A19";5;28;"NK1";;"O";1;1;
"ADR_A19";5;31;"PV1";;"O";0;0;
"ADR_A19";5;33;"PV2";;"O";0;1;
"ADR_A19";5;37;"ROL";;"O";1;1;
"ADR_A19";5;42;"DB1";;"O";1;1;
"ADR_A19";5;47;"OBX";;"O";1;1;
"ADR_A19";5;52;"AL1";;"O";1;1;
"ADR_A19";5;57;"DG1";;"O";1;1;
"ADR_A19";5;61;"DRG";;"O";0;1;
"ADR_A19";5;63;"[{";"PROCEDURE";"O";0;0;
"ADR_A19";5;65;"PR1";;"O";0;0;
"ADR_A19";5;68;"ROL";;"O";1;1;
"ADR_A19";5;72;"}]";"PROCEDURE";"O";0;0;
"ADR_A19";5;75;"GT1";;"O";1;1;
"ADR_A19";5;78;"[{";"INSURANCE";"O";0;0;
"ADR_A19";5;80;"IN1";;"O";0;0;
"ADR_A19";5;82;"IN2";;"O";0;1;
"ADR_A19";5;86;"IN3";;"O";1;1;
"ADR_A19";5;91;"ROL";;"O";1;1;
"ADR_A19";5;95;"}]";"INSURANCE";"O";0;0;
"ADR_A19";5;97;"ACC";;"O";0;1;
"ADR_A19";5;100;"UB1";;"O";0;1;
"ADR_A19";5;103;"UB2";;"O";0;1;
"ADR_A19";5;105;"}";"QUERY_RESPONSE";"O";0;0;
"ADR_A19";5;107;"DSC";;"O";0;1;
"ADR_A19";6;1;"MSH";"";"O";0;0;
"ADR_A19";6;2;"SFT";"";"O";1;1;
"ADR_A19";6;3;"MSA";"";"O";0;0;
"ADR_A19";6;4;"ERR";"";"O";0;1;
"ADR_A19";6;5;"QAK";"";"O";0;1;
"ADR_A19";6;6;"QRD";"";"O";0;0;
"ADR_A19";6;7;"QRF";"";"O";0;1;
"ADR_A19";6;8;"{";"QUERY_RESPONSE";"O";0;0;
"ADR_A19";6;9;"EVN";"";"O";0;1;
"ADR_A19";6;10;"PID";"";"O";0;0;
"ADR_A19";6;11;"PD1";"";"O";0;1;
"ADR_A19";6;12;"ROL";"";"O";1;1;
"ADR_A19";6;13;"NK1";"";"O";1;1;
"ADR_A19";6;14;"PV1";"";"O";0;0;
"ADR_A19";6;15;"PV2";"";"O";0;1;
"ADR_A19";6;16;"ROL";"";"O";1;1;
"ADR_A19";6;17;"DB1";"";"O";1;1;
"ADR_A19";6;18;"OBX";"";"O";1;1;
"ADR_A19";6;19;"AL1";"";"O";1;1;
"ADR_A19";6;20;"DG1";"";"O";1;1;
"ADR_A19";6;21;"DRG";"";"O";0;1;
"ADR_A19";6;22;"[{";"PROCEDURE";"O";0;0;
"ADR_A19";6;23;"PR1";"";"O";0;0;
"ADR_A19";6;24;"ROL";"";"O";1;1;
"ADR_A19";6;25;"}]";"PROCEDURE";"O";0;0;
"ADR_A19";6;26;"GT1";"";"O";1;1;
"ADR_A19";6;27;"[{";"INSURANCE";"O";0;0;
"ADR_A19";6;28;"IN1";"";"O";0;0;
"ADR_A19";6;29;"IN2";"";"O";0;1;
"ADR_A19";6;30;"IN3";"";"O";1;1;
"ADR_A19";6;31;"ROL";"";"O";1;1;
"ADR_A19";6;32;"}]";"INSURANCE";"O";0;0;
"ADR_A19";6;33;"ACC";"";"O";0;1;
"ADR_A19";6;34;"UB1";"";"O";0;1;
"ADR_A19";6;35;"UB2";"";"O";0;1;
"ADR_A19";6;36;"}";"QUERY_RESPONSE";"O";0;0;
"ADR_A19";6;37;"DSC";"";"O";0;1;
"ADR_A19";7;1;"MSH";"";"O";0;0;
"ADR_A19";7;2;"SFT";"";"O";1;1;
"ADR_A19";7;3;"UAC";"";"O";0;1;
"ADR_A19";7;4;"MSA";"";"O";0;0;
"ADR_A19";7;5;"ERR";"";"O";0;1;
"ADR_A19";7;6;"QAK";"";"O";0;1;
"ADR_A19";7;7;"QRD";"";"O";0;0;
"ADR_A19";7;8;"QRF";"";"O";0;1;
"ADR_A19";7;9;"{";"QUERY_RESPONSE";"O";0;0;
"ADR_A19";7;10;"EVN";"";"O";0;1;
"ADR_A19";7;11;"PID";"";"O";0;0;
"ADR_A19";7;12;"PD1";"";"O";0;1;
"ADR_A19";7;13;"ARV";"";"O";1;1;
"ADR_A19";7;14;"ROL";"";"O";1;1;
"ADR_A19";7;15;"NK1";"";"O";1;1;
"ADR_A19";7;16;"PV1";"";"O";0;0;
"ADR_A19";7;17;"PV2";"";"O";0;1;
"ADR_A19";7;18;"ARV";"";"O";1;1;
"ADR_A19";7;19;"ROL";"";"O";1;1;
"ADR_A19";7;20;"DB1";"";"O";1;1;
"ADR_A19";7;21;"OBX";"";"O";1;1;
"ADR_A19";7;22;"AL1";"";"O";1;1;
"ADR_A19";7;23;"DG1";"";"O";1;1;
"ADR_A19";7;24;"DRG";"";"O";0;1;
"ADR_A19";7;25;"[{";"PROCEDURE";"O";0;0;
"ADR_A19";7;26;"PR1";"";"O";0;0;
"ADR_A19";7;27;"ROL";"";"O";1;1;
"ADR_A19";7;28;"}]";"PROCEDURE";"O";0;0;
"ADR_A19";7;29;"GT1";"";"O";1;1;
"ADR_A19";7;30;"[{";"INSURANCE";"O";0;0;
"ADR_A19";7;31;"IN1";"";"O";0;0;
"ADR_A19";7;32;"IN2";"";"O";0;1;
"ADR_A19";7;33;"IN3";"";"O";1;1;
"ADR_A19";7;34;"ROL";"";"O";1;1;
"ADR_A19";7;35;"}]";"INSURANCE";"O";0;0;
"ADR_A19";7;36;"ACC";"";"O";0;1;
"ADR_A19";7;37;"UB1";"";"O";0;1;
"ADR_A19";7;38;"UB2";"";"O";0;1;
"ADR_A19";7;39;"}";"QUERY_RESPONSE";"O";0;0;
"ADR_A19";7;40;"DSC";"";"O";0;1;
"ADR_A19";61;1;"MSH";"";"O";0;0;
"ADR_A19";61;2;"SFT";"";"O";1;1;
"ADR_A19";61;3;"MSA";"";"O";0;0;
"ADR_A19";61;4;"ERR";"";"O";0;1;
"ADR_A19";61;5;"QAK";"";"O";0;1;
"ADR_A19";61;6;"QRD";"";"O";0;0;
"ADR_A19";61;7;"QRF";"";"O";0;1;
"ADR_A19";61;8;"{";"QUERY_RESPONSE";"O";0;0;
"ADR_A19";61;9;"EVN";"";"O";0;1;
"ADR_A19";61;10;"PID";"";"O";0;0;
"ADR_A19";61;11;"PD1";"";"O";0;1;
"ADR_A19";61;12;"ROL";"";"O";1;1;
"ADR_A19";61;13;"NK1";"";"O";1;1;
"ADR_A19";61;14;"PV1";"";"O";0;0;
"ADR_A19";61;15;"PV2";"";"O";0;1;
"ADR_A19";61;16;"ROL";"";"O";1;1;
"ADR_A19";61;17;"DB1";"";"O";1;1;
"ADR_A19";61;18;"OBX";"";"O";1;1;
"ADR_A19";61;19;"AL1";"";"O";1;1;
"ADR_A19";61;20;"DG1";"";"O";1;1;
"ADR_A19";61;21;"DRG";"";"O";0;1;
"ADR_A19";61;22;"[{";"PROCEDURE";"O";0;0;
"ADR_A19";61;23;"PR1";"";"O";0;0;
"ADR_A19";61;24;"ROL";"";"O";1;1;
"ADR_A19";61;25;"}]";"PROCEDURE";"O";0;0;
"ADR_A19";61;26;"GT1";"";"O";1;1;
"ADR_A19";61;27;"[{";"INSURANCE";"O";0;0;
"ADR_A19";61;28;"IN1";"";"O";0;0;
"ADR_A19";61;29;"IN2";"";"O";0;1;
"ADR_A19";61;30;"IN3";"";"O";1;1;
"ADR_A19";61;31;"ROL";"";"O";1;1;
"ADR_A19";61;32;"}]";"INSURANCE";"O";0;0;
"ADR_A19";61;33;"ACC";"";"O";0;1;
"ADR_A19";61;34;"UB1";"";"O";0;1;
"ADR_A19";61;35;"UB2";"";"O";0;1;
"ADR_A19";61;36;"}";"QUERY_RESPONSE";"O";0;0;
"ADR_A19";61;37;"DSC";"";"O";0;1;
"ADT_A01";5;1;"MSH";;"O";0;0;
"ADT_A01";5;2;"EVN";;"O";0;0;
"ADT_A01";5;3;"PID";;"O";0;0;
"ADT_A01";5;5;"PD1";;"O";0;1;
"ADT_A01";5;9;"ROL";;"O";1;1;
"ADT_A01";5;14;"NK1";;"O";1;1;
"ADT_A01";5;17;"PV1";;"O";0;0;
"ADT_A01";5;19;"PV2";;"O";0;1;
"ADT_A01";5;23;"ROL";;"O";1;1;
"ADT_A01";5;28;"DB1";;"O";1;1;
"ADT_A01";5;33;"OBX";;"O";1;1;
"ADT_A01";5;38;"AL1";;"O";1;1;
"ADT_A01";5;43;"DG1";;"O";1;1;
"ADT_A01";5;47;"DRG";;"O";0;1;
"ADT_A01";5;49;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";5;51;"PR1";;"O";0;0;
"ADT_A01";5;54;"ROL";;"O";1;1;
"ADT_A01";5;58;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";5;61;"GT1";;"O";1;1;
"ADT_A01";5;64;"[{";"INSURANCE";"O";0;0;
"ADT_A01";5;66;"IN1";;"O";0;0;
"ADT_A01";5;68;"IN2";;"O";0;1;
"ADT_A01";5;72;"IN3";;"O";1;1;
"ADT_A01";5;77;"ROL";;"O";1;1;
"ADT_A01";5;81;"}]";"INSURANCE";"O";0;0;
"ADT_A01";5;83;"ACC";;"O";0;1;
"ADT_A01";5;86;"UB1";;"O";0;1;
"ADT_A01";5;89;"UB2";;"O";0;1;
"ADT_A01";5;92;"PDA";;"O";0;1;
"ADT_A01";6;1;"MSH";"";"O";0;0;
"ADT_A01";6;2;"SFT";"";"O";1;1;
"ADT_A01";6;3;"EVN";"";"O";0;0;
"ADT_A01";6;4;"PID";"";"O";0;0;
"ADT_A01";6;5;"PD1";"";"O";0;1;
"ADT_A01";6;6;"ROL";"";"O";1;1;
"ADT_A01";6;7;"NK1";"";"O";1;1;
"ADT_A01";6;8;"PV1";"";"O";0;0;
"ADT_A01";6;9;"PV2";"";"O";0;1;
"ADT_A01";6;10;"ROL";"";"O";1;1;
"ADT_A01";6;11;"DB1";"";"O";1;1;
"ADT_A01";6;12;"OBX";"";"O";1;1;
"ADT_A01";6;13;"AL1";"";"O";1;1;
"ADT_A01";6;14;"DG1";"";"O";1;1;
"ADT_A01";6;15;"DRG";"";"O";0;1;
"ADT_A01";6;16;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";6;17;"PR1";"";"O";0;0;
"ADT_A01";6;18;"ROL";"";"O";1;1;
"ADT_A01";6;19;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";6;20;"GT1";"";"O";1;1;
"ADT_A01";6;21;"[{";"INSURANCE";"O";0;0;
"ADT_A01";6;22;"IN1";"";"O";0;0;
"ADT_A01";6;23;"IN2";"";"O";0;1;
"ADT_A01";6;24;"IN3";"";"O";1;1;
"ADT_A01";6;25;"ROL";"";"O";1;1;
"ADT_A01";6;26;"}]";"INSURANCE";"O";0;0;
"ADT_A01";6;27;"ACC";"";"O";0;1;
"ADT_A01";6;28;"UB1";"";"O";0;1;
"ADT_A01";6;29;"UB2";"";"O";0;1;
"ADT_A01";6;30;"PDA";"";"O";0;1;
"ADT_A01";7;1;"MSH";"";"O";0;0;
"ADT_A01";7;2;"SFT";"";"O";1;1;
"ADT_A01";7;3;"UAC";"";"O";0;1;
"ADT_A01";7;4;"EVN";"";"O";0;0;
"ADT_A01";7;5;"PID";"";"O";0;0;
"ADT_A01";7;6;"PD1";"";"O";0;1;
"ADT_A01";7;7;"ARV";"";"O";1;1;
"ADT_A01";7;8;"ROL";"";"O";1;1;
"ADT_A01";7;9;"NK1";"";"O";1;1;
"ADT_A01";7;10;"PV1";"";"O";0;0;
"ADT_A01";7;11;"PV2";"";"O";0;1;
"ADT_A01";7;12;"ARV";"";"O";1;1;
"ADT_A01";7;13;"ROL";"";"O";1;1;
"ADT_A01";7;14;"DB1";"";"O";1;1;
"ADT_A01";7;15;"OBX";"";"O";1;1;
"ADT_A01";7;16;"AL1";"";"O";1;1;
"ADT_A01";7;17;"DG1";"";"O";1;1;
"ADT_A01";7;18;"DRG";"";"O";0;1;
"ADT_A01";7;19;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";7;20;"PR1";"";"O";0;0;
"ADT_A01";7;21;"ROL";"";"O";1;1;
"ADT_A01";7;22;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";7;23;"GT1";"";"O";1;1;
"ADT_A01";7;24;"[{";"INSURANCE";"O";0;0;
"ADT_A01";7;25;"IN1";"";"O";0;0;
"ADT_A01";7;26;"IN2";"";"O";0;1;
"ADT_A01";7;27;"IN3";"";"O";1;1;
"ADT_A01";7;28;"ROL";"";"O";1;1;
"ADT_A01";7;29;"}]";"INSURANCE";"O";0;0;
"ADT_A01";7;30;"ACC";"";"O";0;1;
"ADT_A01";7;31;"UB1";"";"O";0;1;
"ADT_A01";7;32;"UB2";"";"O";0;1;
"ADT_A01";7;33;"PDA";"";"O";0;1;
"ADT_A01";8;1;"MSH";"";"O";0;0;
"ADT_A01";8;2;"SFT";"";"O";1;1;
"ADT_A01";8;3;"UAC";"";"O";0;1;
"ADT_A01";8;4;"EVN";"";"O";0;0;
"ADT_A01";8;5;"PID";"";"O";0;0;
"ADT_A01";8;6;"PD1";"";"O";0;1;
"ADT_A01";8;7;"ARV";"";"O";1;1;
"ADT_A01";8;8;"ROL";"";"O";1;1;
"ADT_A01";8;9;"NK1";"";"O";1;1;
"ADT_A01";8;10;"PV1";"";"O";0;0;
"ADT_A01";8;11;"PV2";"";"O";0;1;
"ADT_A01";8;12;"ARV";"";"O";1;1;
"ADT_A01";8;13;"ROL";"";"O";1;1;
"ADT_A01";8;14;"DB1";"";"O";1;1;
"ADT_A01";8;15;"OBX";"";"O";1;1;
"ADT_A01";8;16;"AL1";"";"O";1;1;
"ADT_A01";8;17;"DG1";"";"O";1;1;
"ADT_A01";8;18;"DRG";"";"O";0;1;
"ADT_A01";8;19;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";8;20;"PR1";"";"O";0;0;
"ADT_A01";8;21;"ROL";"";"O";1;1;
"ADT_A01";8;22;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";8;23;"GT1";"";"O";1;1;
"ADT_A01";8;24;"[{";"INSURANCE";"O";0;0;
"ADT_A01";8;25;"IN1";"";"O";0;0;
"ADT_A01";8;26;"IN2";"";"O";0;1;
"ADT_A01";8;27;"IN3";"";"O";1;1;
"ADT_A01";8;28;"ROL";"";"O";1;1;
"ADT_A01";8;29;"}]";"INSURANCE";"O";0;0;
"ADT_A01";8;30;"ACC";"";"O";0;1;
"ADT_A01";8;31;"UB1";"";"O";0;1;
"ADT_A01";8;32;"UB2";"";"O";0;1;
"ADT_A01";8;33;"PDA";"";"O";0;1;
"ADT_A01";9;1;"MSH";"";"O";0;0;
"ADT_A01";9;2;"SFT";"";"O";1;1;
"ADT_A01";9;3;"UAC";"";"O";0;1;
"ADT_A01";9;4;"EVN";"";"O";0;0;
"ADT_A01";9;5;"PID";"";"O";0;0;
"ADT_A01";9;6;"PD1";"";"O";0;1;
"ADT_A01";9;7;"ARV";"";"O";1;1;
"ADT_A01";9;8;"ROL";"";"O";1;1;
"ADT_A01";9;9;"NK1";"";"O";1;1;
"ADT_A01";9;10;"PV1";"";"O";0;0;
"ADT_A01";9;11;"PV2";"";"O";0;1;
"ADT_A01";9;12;"ARV";"";"O";1;1;
"ADT_A01";9;13;"ROL";"";"O";1;1;
"ADT_A01";9;14;"DB1";"";"O";1;1;
"ADT_A01";9;15;"OBX";"";"O";1;1;
"ADT_A01";9;16;"AL1";"";"O";1;1;
"ADT_A01";9;17;"DG1";"";"O";1;1;
"ADT_A01";9;18;"DRG";"";"O";0;1;
"ADT_A01";9;19;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";9;20;"PR1";"";"O";0;0;
"ADT_A01";9;21;"ROL";"";"O";1;1;
"ADT_A01";9;22;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";9;23;"GT1";"";"O";1;1;
"ADT_A01";9;24;"[{";"INSURANCE";"O";0;0;
"ADT_A01";9;25;"IN1";"";"O";0;0;
"ADT_A01";9;26;"IN2";"";"O";0;1;
"ADT_A01";9;27;"IN3";"";"O";1;1;
"ADT_A01";9;28;"ROL";"";"O";1;1;
"ADT_A01";9;29;"AUT";"";"O";1;1;
"ADT_A01";9;30;"RF1";"";"O";1;1;
"ADT_A01";9;31;"}]";"INSURANCE";"O";0;0;
"ADT_A01";9;32;"ACC";"";"O";0;1;
"ADT_A01";9;33;"UB1";"";"O";0;1;
"ADT_A01";9;34;"UB2";"";"O";0;1;
"ADT_A01";9;35;"PDA";"";"O";0;1;
"ADT_A01";10;1;"MSH";"";"O";0;0;
"ADT_A01";10;2;"ARV";"";"O";1;1;
"ADT_A01";10;3;"SFT";"";"O";1;1;
"ADT_A01";10;4;"UAC";"";"O";0;1;
"ADT_A01";10;5;"EVN";"";"O";0;0;
"ADT_A01";10;6;"PID";"";"O";0;0;
"ADT_A01";10;7;"PD1";"";"O";0;1;
"ADT_A01";10;8;"OH1";"";"O";1;1;
"ADT_A01";10;9;"OH2";"";"O";1;1;
"ADT_A01";10;10;"OH3";"";"O";0;1;
"ADT_A01";10;11;"OH4";"";"O";1;1;
"ADT_A01";10;12;"ARV";"";"O";1;1;"B"
"ADT_A01";10;13;"ROL";"";"O";1;1;"B"
"ADT_A01";10;14;"PRT";"";"O";1;1;
"ADT_A01";10;15;"[{";"NEXT_OF_KIN";"O";0;0;
"ADT_A01";10;16;"NK1";"";"O";0;0;
"ADT_A01";10;17;"OH2";"";"O";1;1;
"ADT_A01";10;18;"OH3";"";"O";0;1;
"ADT_A01";10;19;"}]";"NEXT_OF_KIN";"O";0;0;
"ADT_A01";10;20;"PV1";"";"O";0;0;
"ADT_A01";10;21;"PV2";"";"O";0;1;
"ADT_A01";10;22;"ARV";"";"O";1;1;"B"
"ADT_A01";10;23;"ROL";"";"O";1;1;"B"
"ADT_A01";10;24;"PRT";"";"O";1;1;
"ADT_A01";10;25;"DB1";"";"O";1;1;
"ADT_A01";10;26;"[{";"OBSERVATION";"O";0;0;
"ADT_A01";10;27;"OBX";"";"O";0;0;
"ADT_A01";10;28;"PRT";"";"O";1;1;
"ADT_A01";10;29;"}]";"OBSERVATION";"O";0;0;
"ADT_A01";10;30;"AL1";"";"O";1;1;
"ADT_A01";10;31;"IAM";"";"O";1;1;
"ADT_A01";10;32;"DG1";"";"O";1;1;
"ADT_A01";10;33;"DRG";"";"O";0;1;
"ADT_A01";10;34;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";10;35;"PR1";"";"O";0;0;
"ADT_A01";10;36;"ROL";"";"O";1;1;"B"
"ADT_A01";10;37;"PRT";"";"O";1;1;
"ADT_A01";10;38;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";10;39;"GT1";"";"O";1;1;
"ADT_A01";10;40;"[{";"INSURANCE";"O";0;0;
"ADT_A01";10;41;"IN1";"";"O";0;0;
"ADT_A01";10;42;"IN2";"";"O";0;1;
"ADT_A01";10;43;"IN3";"";"O";1;1;
"ADT_A01";10;44;"ROL";"";"O";1;1;"B"
"ADT_A01";10;45;"PRT";"";"O";1;1;
"ADT_A01";10;46;"[{";"AUTHORIZATION";"O";0;0;
"ADT_A01";10;47;"AUT";"";"O";0;0;
"ADT_A01";10;48;"PRT";"";"O";1;1;
"ADT_A01";10;49;"}]";"AUTHORIZATION";"O";0;0;
"ADT_A01";10;50;"[{";"REFERRAL";"O";0;0;
"ADT_A01";10;51;"RF1";"";"O";0;0;
"ADT_A01";10;52;"PRT";"";"O";1;1;
"ADT_A01";10;53;"}]";"REFERRAL";"O";0;0;
"ADT_A01";10;54;"}]";"INSURANCE";"O";0;0;
"ADT_A01";10;55;"ACC";"";"O";0;1;
"ADT_A01";10;56;"UB1";"";"O";0;1;
"ADT_A01";10;57;"UB2";"";"O";0;1;
"ADT_A01";10;58;"PDA";"";"O";0;1;
"ADT_A01";61;1;"MSH";"";"O";0;0;
"ADT_A01";61;2;"SFT";"";"O";1;1;
"ADT_A01";61;3;"EVN";"";"O";0;0;
"ADT_A01";61;4;"PID";"";"O";0;0;
"ADT_A01";61;5;"PD1";"";"O";0;1;
"ADT_A01";61;6;"ROL";"";"O";1;1;
"ADT_A01";61;7;"NK1";"";"O";1;1;
"ADT_A01";61;8;"PV1";"";"O";0;0;
"ADT_A01";61;9;"PV2";"";"O";0;1;
"ADT_A01";61;10;"ROL";"";"O";1;1;
"ADT_A01";61;11;"DB1";"";"O";1;1;
"ADT_A01";61;12;"OBX";"";"O";1;1;
"ADT_A01";61;13;"AL1";"";"O";1;1;
"ADT_A01";61;14;"DG1";"";"O";1;1;
"ADT_A01";61;15;"DRG";"";"O";0;1;
"ADT_A01";61;16;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";61;17;"PR1";"";"O";0;0;
"ADT_A01";61;18;"ROL";"";"O";1;1;
"ADT_A01";61;19;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";61;20;"GT1";"";"O";1;1;
"ADT_A01";61;21;"[{";"INSURANCE";"O";0;0;
"ADT_A01";61;22;"IN1";"";"O";0;0;
"ADT_A01";61;23;"IN2";"";"O";0;1;
"ADT_A01";61;24;"IN3";"";"O";1;1;
"ADT_A01";61;25;"ROL";"";"O";1;1;
"ADT_A01";61;26;"}]";"INSURANCE";"O";0;0;
"ADT_A01";61;27;"ACC";"";"O";0;1;
"ADT_A01";61;28;"UB1";"";"O";0;1;
"ADT_A01";61;29;"UB2";"";"O";0;1;
"ADT_A01";61;30;"PDA";"";"O";0;1;
"ADT_A01";81;1;"MSH";"";"O";0;0;
"ADT_A01";81;2;"SFT";"";"O";1;1;
"ADT_A01";81;3;"UAC";"";"O";0;1;
"ADT_A01";81;4;"EVN";"";"O";0;0;
"ADT_A01";81;5;"PID";"";"O";0;0;
"ADT_A01";81;6;"PD1";"";"O";0;1;
"ADT_A01";81;7;"ARV";"";"O";1;1;
"ADT_A01";81;8;"ROL";"";"O";1;1;
"ADT_A01";81;9;"NK1";"";"O";1;1;
"ADT_A01";81;10;"PV1";"";"O";0;0;
"ADT_A01";81;11;"PV2";"";"O";0;1;
"ADT_A01";81;12;"ARV";"";"O";1;1;
"ADT_A01";81;13;"ROL";"";"O";1;1;
"ADT_A01";81;14;"DB1";"";"O";1;1;
"ADT_A01";81;15;"OBX";"";"O";1;1;
"ADT_A01";81;16;"AL1";"";"O";1;1;
"ADT_A01";81;17;"DG1";"";"O";1;1;
"ADT_A01";81;18;"DRG";"";"O";0;1;
"ADT_A01";81;19;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";81;20;"PR1";"";"O";0;0;
"ADT_A01";81;21;"ROL";"";"O";1;1;
"ADT_A01";81;22;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";81;23;"GT1";"";"O";1;1;
"ADT_A01";81;24;"[{";"INSURANCE";"O";0;0;
"ADT_A01";81;25;"IN1";"";"O";0;0;
"ADT_A01";81;26;"IN2";"";"O";0;1;
"ADT_A01";81;27;"IN3";"";"O";1;1;
"ADT_A01";81;28;"ROL";"";"O";1;1;
"ADT_A01";81;29;"}]";"INSURANCE";"O";0;0;
"ADT_A01";81;30;"ACC";"";"O";0;1;
"ADT_A01";81;31;"UB1";"";"O";0;1;
"ADT_A01";81;32;"UB2";"";"O";0;1;
"ADT_A01";81;33;"PDA";"";"O";0;1;
"ADT_A01";91;1;"MSH";"";"O";0;0;
"ADT_A01";91;2;"SFT";"";"O";1;1;
"ADT_A01";91;3;"UAC";"";"O";0;1;
"ADT_A01";91;4;"EVN";"";"O";0;0;
"ADT_A01";91;5;"PID";"";"O";0;0;
"ADT_A01";91;6;"PD1";"";"O";0;1;
"ADT_A01";91;7;"ARV";"";"O";1;1;
"ADT_A01";91;8;"ROL";"";"O";1;1;
"ADT_A01";91;9;"NK1";"";"O";1;1;
"ADT_A01";91;10;"PV1";"";"O";0;0;
"ADT_A01";91;11;"PV2";"";"O";0;1;
"ADT_A01";91;12;"ARV";"";"O";1;1;
"ADT_A01";91;13;"ROL";"";"O";1;1;
"ADT_A01";91;14;"DB1";"";"O";1;1;
"ADT_A01";91;15;"OBX";"";"O";1;1;
"ADT_A01";91;16;"AL1";"";"O";1;1;
"ADT_A01";91;17;"DG1";"";"O";1;1;
"ADT_A01";91;18;"DRG";"";"O";0;1;
"ADT_A01";91;19;"[{";"PROCEDURE";"O";0;0;
"ADT_A01";91;20;"PR1";"";"O";0;0;
"ADT_A01";91;21;"ROL";"";"O";1;1;
"ADT_A01";91;22;"}]";"PROCEDURE";"O";0;0;
"ADT_A01";91;23;"GT1";"";"O";1;1;
"ADT_A01";91;24;"[{";"INSURANCE";"O";0;0;
"ADT_A01";91;25;"IN1";"";"O";0;0;
"ADT_A01";91;26;"IN2";"";"O";0;1;
