"message_structure";"version_id";"seq_no";"seg_code";"groupname";"modification";"repetitional";"optional";"status"
"CCU_I20";10;139;"}]";"GOAL_OBSERVATION";"O";0;0;
"CCU_I20";10;140;"}]";"GOAL";"O";0;0;
"CCU_I20";10;141;"[{";"PATHWAY";"O";0;0;
"CCU_I20";10;142;"PTH";"";"O";0;0;
"CCU_I20";10;143;"VAR";"";"O";1;1;
"CCU_I20";10;144;"[{";"PARTICIPATION_PATHWAY";"O";0;0;
"CCU_I20";10;145;"<";"PARTICIPATION_PATHWAY_OBJECT";"O";0;0;
"CCU_I20";10;146;"ROL";"";"O";0;0;"B"
"CCU_I20";10;147;"PRT";"";"O";0;0;
"CCU_I20";10;148;"PRD";"";"O";0;0;
"CCU_I20";10;149;">";"PARTICIPATION_PATHWAY_OBJECT";"O";0;0;
"CCU_I20";10;150;"VAR";"";"O";1;1;
"CCU_I20";10;151;"}]";"PARTICIPATION_PATHWAY";"O";0;0;
"CCU_I20";10;152;"[{";"PATHWAY_OBSERVATION";"O";0;0;
"CCU_I20";10;153;"OBX";"";"O";0;0;
"CCU_I20";10;154;"PRT";"";"O";1;1;
"CCU_I20";10;155;"}]";"PATHWAY_OBSERVATION";"O";0;0;
"CCU_I20";10;156;"}]";"PATHWAY";"O";0;0;
"CCU_I20";10;157;"REL";"";"O";1;1;
"CCU_I20";81;1;"MSH";"";"O";0;0;
"CCU_I20";81;2;"SFT";"";"O";1;1;
"CCU_I20";81;3;"UAC";"";"O";0;1;
"CCU_I20";81;4;"RF1";"";"O";0;0;
"CCU_I20";81;5;"[{";"PROVIDER_CONTACT";"O";0;0;
"CCU_I20";81;6;"PRD";"";"O";0;0;
"CCU_I20";81;7;"CTD";"";"O";1;1;
"CCU_I20";81;8;"}]";"PROVIDER_CONTACT";"O";0;0;
"CCU_I20";81;9;"[{";"PATIENT";"O";0;0;
"CCU_I20";81;10;"PID";"";"O";0;0;
"CCU_I20";81;11;"PD1";"";"O";0;1;
"CCU_I20";81;12;"}]";"PATIENT";"O";0;0;
"CCU_I20";81;13;"NK1";"";"O";1;1;
"CCU_I20";81;14;"[{";"INSURANCE";"O";0;0;
"CCU_I20";81;15;"IN1";"";"O";0;0;
"CCU_I20";81;16;"IN2";"";"O";0;1;
"CCU_I20";81;17;"IN3";"";"O";0;1;
"CCU_I20";81;18;"}]";"INSURANCE";"O";0;0;
"CCU_I20";81;19;"[{";"APPOINTMENT_HISTORY";"O";0;0;
"CCU_I20";81;20;"SCH";"";"O";0;0;
"CCU_I20";81;21;"[{";"RESOURCES";"O";0;0;
"CCU_I20";81;22;"RGS";"";"O";0;0;
"CCU_I20";81;23;"[{";"RESOURCE_DETAIL";"O";0;0;
"CCU_I20";81;24;"<";"RESOURCE_OBJECT";"O";0;0;
"CCU_I20";81;26;"AIS";"";"O";0;0;
"CCU_I20";81;27;"|";"";"O";0;0;
"CCU_I20";81;28;"AIG";"";"O";0;0;
"CCU_I20";81;29;"|";"";"O";0;0;
"CCU_I20";81;30;"AIL";"";"O";0;0;
"CCU_I20";81;31;"|";"";"O";0;0;
"CCU_I20";81;32;"AIP";"";"O";0;0;
"CCU_I20";81;34;">";"RESOURCE_OBJECT";"O";0;0;
"CCU_I20";81;35;"OBX";"";"O";1;1;
"CCU_I20";81;36;"}]";"RESOURCE_DETAIL";"O";0;0;
"CCU_I20";81;37;"}]";"RESOURCES";"O";0;0;
"CCU_I20";81;38;"}]";"APPOINTMENT_HISTORY";"O";0;0;
"CCU_I20";81;39;"[{";"CLINICAL_HISTORY";"O";0;0;
"CCU_I20";81;40;"ORC";"";"O";0;0;
"CCU_I20";81;41;"[{";"CLINICAL_HISTORY_DETAIL";"O";0;0;
"CCU_I20";81;42;"<";"CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";81;44;"OBR";"";"O";0;0;
"CCU_I20";81;45;"|";"";"O";0;0;
"CCU_I20";81;46;"ODS";"";"O";0;0;
"CCU_I20";81;47;"|";"";"O";0;0;
"CCU_I20";81;48;"PR1";"";"O";0;0;
"CCU_I20";81;49;"|";"";"O";0;0;
"CCU_I20";81;50;"RF1";"";"O";0;0;
"CCU_I20";81;51;"|";"";"O";0;0;
"CCU_I20";81;52;"AL1";"";"O";0;0;
"CCU_I20";81;53;"|";"";"O";0;0;
"CCU_I20";81;54;"IAM";"";"O";0;0;
"CCU_I20";81;55;"|";"";"O";0;0;
"CCU_I20";81;56;"ACC";"";"O";0;0;
"CCU_I20";81;57;"|";"";"O";0;0;
"CCU_I20";81;58;"RMI";"";"O";0;0;
"CCU_I20";81;59;"|";"";"O";0;0;
"CCU_I20";81;60;"DB1";"";"O";0;0;
"CCU_I20";81;61;"|";"";"O";0;0;
"CCU_I20";81;62;"DG1";"";"O";0;0;
"CCU_I20";81;63;"|";"";"O";0;0;
"CCU_I20";81;64;"DRG";"";"O";0;0;
"CCU_I20";81;65;"|";"";"O";0;0;
"CCU_I20";81;66;"PDA";"";"O";0;0;
"CCU_I20";81;68;">";"CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";81;69;"OBX";"";"O";1;1;
"CCU_I20";81;70;"}]";"CLINICAL_HISTORY_DETAIL";"O";0;0;
"CCU_I20";81;71;"[{";"ROLE_CLINICAL_HISTORY";"O";0;0;
"CCU_I20";81;72;"<";"ROLE_CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";81;74;"ROL";"";"O";0;0;
"CCU_I20";81;75;"|";"";"O";0;0;
"CCU_I20";81;76;"PRD";"";"O";0;0;
"CCU_I20";81;78;">";"ROLE_CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";81;79;"VAR";"";"O";1;1;
"CCU_I20";81;80;"}]";"ROLE_CLINICAL_HISTORY";"O";0;0;
"CCU_I20";81;81;"CTI";"";"O";1;1;
"CCU_I20";81;82;"}]";"CLINICAL_HISTORY";"O";0;0;
"CCU_I20";81;83;"{";"PATIENT_VISITS";"O";0;0;
"CCU_I20";81;84;"PV1";"";"O";0;0;
"CCU_I20";81;85;"PV2";"";"O";0;1;
"CCU_I20";81;86;"}";"PATIENT_VISITS";"O";0;0;
"CCU_I20";81;87;"[{";"MEDICATION_HISTORY";"O";0;0;
"CCU_I20";81;88;"ORC";"";"O";0;0;
"CCU_I20";81;89;"[";"MEDICATION_ORDER_DETAIL";"O";0;0;
"CCU_I20";81;90;"RXO";"";"O";0;0;
"CCU_I20";81;91;"RXR";"";"O";1;0;
"CCU_I20";81;92;"RXC";"";"O";1;1;
"CCU_I20";81;93;"OBX";"";"O";1;1;
"CCU_I20";81;94;"]";"MEDICATION_ORDER_DETAIL";"O";0;0;
"CCU_I20";81;95;"[";"MEDICATION_ENCODING_DETAIL";"O";0;0;
"CCU_I20";81;96;"RXE";"";"O";0;0;
"CCU_I20";81;97;"RXR";"";"O";1;0;
"CCU_I20";81;98;"RXC";"";"O";1;1;
"CCU_I20";81;99;"OBX";"";"O";1;1;
"CCU_I20";81;100;"]";"MEDICATION_ENCODING_DETAIL";"O";0;0;
"CCU_I20";81;101;"[{";"MEDICATION_ADMINISTRATION_DETAIL";"O";0;0;
"CCU_I20";81;102;"RXA";"";"O";1;0;
"CCU_I20";81;103;"RXR";"";"O";0;0;
"CCU_I20";81;104;"OBX";"";"O";1;1;
"CCU_I20";81;105;"}]";"MEDICATION_ADMINISTRATION_DETAIL";"O";0;0;
"CCU_I20";81;106;"CTI";"";"O";1;1;
"CCU_I20";81;107;"}]";"MEDICATION_HISTORY";"O";0;0;
"CCU_I20";81;108;"[{";"PROBLEM";"O";0;0;
"CCU_I20";81;109;"PRB";"";"O";0;0;
"CCU_I20";81;110;"VAR";"";"O";1;1;
"CCU_I20";81;111;"[{";"ROLE_PROBLEM";"O";0;0;
"CCU_I20";81;112;"<";"ROLE_PROBLEM_OBJECT";"O";0;0;
"CCU_I20";81;114;"ROL";"";"O";0;0;
"CCU_I20";81;115;"|";"";"O";0;0;
"CCU_I20";81;116;"PRD";"";"O";0;0;
"CCU_I20";81;118;">";"ROLE_PROBLEM_OBJECT";"O";0;0;
"CCU_I20";81;119;"VAR";"";"O";1;1;
"CCU_I20";81;120;"}]";"ROLE_PROBLEM";"O";0;0;
"CCU_I20";81;121;"OBX";"";"O";1;1;
"CCU_I20";81;122;"}]";"PROBLEM";"O";0;0;
"CCU_I20";81;123;"[{";"GOAL";"O";0;0;
"CCU_I20";81;124;"GOL";"";"O";0;0;
"CCU_I20";81;125;"VAR";"";"O";1;1;
"CCU_I20";81;126;"[{";"ROLE_GOAL";"O";0;0;
"CCU_I20";81;127;"<";"ROLE_GOAL_OBJECT";"O";0;0;
"CCU_I20";81;129;"ROL";"";"O";0;0;
"CCU_I20";81;130;"|";"";"O";0;0;
"CCU_I20";81;131;"PRD";"";"O";0;0;
"CCU_I20";81;133;">";"ROLE_GOAL_OBJECT";"O";0;0;
"CCU_I20";81;134;"VAR";"";"O";1;1;
"CCU_I20";81;135;"}]";"ROLE_GOAL";"O";0;0;
"CCU_I20";81;136;"OBX";"";"O";1;1;
"CCU_I20";81;137;"}]";"GOAL";"O";0;0;
"CCU_I20";81;138;"[{";"PATHWAY";"O";0;0;
"CCU_I20";81;139;"PTH";"";"O";0;0;
"CCU_I20";81;140;"VAR";"";"O";1;1;
"CCU_I20";81;141;"[{";"ROLE_PATHWAY";"O";0;0;
"CCU_I20";81;142;"<";"ROLE_PATHWAY_OBJECT";"O";0;0;
"CCU_I20";81;144;"ROL";"";"O";0;0;
"CCU_I20";81;145;"|";"";"O";0;0;
"CCU_I20";81;146;"PRD";"";"O";0;0;
"CCU_I20";81;148;">";"ROLE_PATHWAY_OBJECT";"O";0;0;
"CCU_I20";81;149;"VAR";"";"O";1;1;
"CCU_I20";81;150;"}]";"ROLE_PATHWAY";"O";0;0;
"CCU_I20";81;151;"OBX";"";"O";1;1;
"CCU_I20";81;152;"}]";"PATHWAY";"O";0;0;
"CCU_I20";81;153;"REL";"";"O";1;1;
"CCU_I20";91;1;"MSH";"";"O";0;0;
"CCU_I20";91;2;"SFT";"";"O";1;1;
"CCU_I20";91;3;"UAC";"";"O";0;1;
"CCU_I20";91;4;"RF1";"";"O";0;0;
"CCU_I20";91;5;"[{";"PROVIDER_CONTACT";"O";0;0;
"CCU_I20";91;6;"PRD";"";"O";0;0;
"CCU_I20";91;7;"CTD";"";"O";1;1;
"CCU_I20";91;8;"}]";"PROVIDER_CONTACT";"O";0;0;
"CCU_I20";91;9;"[{";"PATIENT";"O";0;0;
"CCU_I20";91;10;"PID";"";"O";0;0;
"CCU_I20";91;11;"PD1";"";"O";0;1;
"CCU_I20";91;12;"}]";"PATIENT";"O";0;0;
"CCU_I20";91;13;"NK1";"";"O";1;1;
"CCU_I20";91;14;"[{";"INSURANCE";"O";0;0;
"CCU_I20";91;15;"IN1";"";"O";0;0;
"CCU_I20";91;16;"IN2";"";"O";0;1;
"CCU_I20";91;17;"IN3";"";"O";0;1;
"CCU_I20";91;18;"}]";"INSURANCE";"O";0;0;
"CCU_I20";91;19;"[{";"APPOINTMENT_HISTORY";"O";0;0;
"CCU_I20";91;20;"SCH";"";"O";0;0;
"CCU_I20";91;21;"[{";"RESOURCES";"O";0;0;
"CCU_I20";91;22;"RGS";"";"O";0;0;
"CCU_I20";91;23;"[{";"RESOURCE_DETAIL";"O";0;0;
"CCU_I20";91;24;"<";"RESOURCE_OBJECT";"O";0;0;
"CCU_I20";91;26;"AIS";"";"O";0;0;
"CCU_I20";91;27;"|";"";"O";0;0;
"CCU_I20";91;28;"AIG";"";"O";0;0;
"CCU_I20";91;29;"|";"";"O";0;0;
"CCU_I20";91;30;"AIL";"";"O";0;0;
"CCU_I20";91;31;"|";"";"O";0;0;
"CCU_I20";91;32;"AIP";"";"O";0;0;
"CCU_I20";91;34;">";"RESOURCE_OBJECT";"O";0;0;
"CCU_I20";91;35;"[{";"RESOURCE_OBSERVATION";"O";0;0;
"CCU_I20";91;36;"OBX";"";"O";0;0;
"CCU_I20";91;37;"PRT";"";"O";1;1;
"CCU_I20";91;38;"}]";"RESOURCE_OBSERVATION";"O";0;0;
"CCU_I20";91;39;"}]";"RESOURCE_DETAIL";"O";0;0;
"CCU_I20";91;40;"}]";"RESOURCES";"O";0;0;
"CCU_I20";91;41;"}]";"APPOINTMENT_HISTORY";"O";0;0;
"CCU_I20";91;42;"[{";"CLINICAL_HISTORY";"O";0;0;
"CCU_I20";91;43;"ORC";"";"O";0;0;
"CCU_I20";91;44;"[{";"CLINICAL_HISTORY_DETAIL";"O";0;0;
"CCU_I20";91;45;"<";"CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";91;47;"OBR";"";"O";0;0;
"CCU_I20";91;48;"|";"";"O";0;0;
"CCU_I20";91;49;"ODS";"";"O";0;0;
"CCU_I20";91;50;"|";"";"O";0;0;
"CCU_I20";91;51;"PR1";"";"O";0;0;
"CCU_I20";91;52;"|";"";"O";0;0;
"CCU_I20";91;53;"RF1";"";"O";0;0;
"CCU_I20";91;54;"|";"";"O";0;0;
"CCU_I20";91;55;"AL1";"";"O";0;0;
"CCU_I20";91;56;"|";"";"O";0;0;
"CCU_I20";91;57;"IAM";"";"O";0;0;
"CCU_I20";91;58;"|";"";"O";0;0;
"CCU_I20";91;59;"ACC";"";"O";0;0;
"CCU_I20";91;60;"|";"";"O";0;0;
"CCU_I20";91;61;"RMI";"";"O";0;0;
"CCU_I20";91;62;"|";"";"O";0;0;
"CCU_I20";91;63;"DB1";"";"O";0;0;
"CCU_I20";91;64;"|";"";"O";0;0;
"CCU_I20";91;65;"DG1";"";"O";0;0;
"CCU_I20";91;66;"|";"";"O";0;0;
"CCU_I20";91;67;"DRG";"";"O";0;0;
"CCU_I20";91;68;"|";"";"O";0;0;
"CCU_I20";91;69;"PDA";"";"O";0;0;
"CCU_I20";91;71;">";"CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";91;72;"[{";"CLINICAL_HISTORY_OBSERVATION";"O";0;0;
"CCU_I20";91;73;"OBX";"";"O";0;0;
"CCU_I20";91;74;"PRT";"";"O";1;1;
"CCU_I20";91;75;"}]";"CLINICAL_HISTORY_OBSERVATION";"O";0;0;
"CCU_I20";91;76;"}]";"CLINICAL_HISTORY_DETAIL";"O";0;0;
"CCU_I20";91;77;"[{";"ROLE_CLINICAL_HISTORY";"O";0;0;
"CCU_I20";91;78;"<";"ROLE_CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";91;80;"ROL";"";"O";0;0;
"CCU_I20";91;81;"|";"";"O";0;0;
"CCU_I20";91;82;"PRD";"";"O";0;0;
"CCU_I20";91;84;">";"ROLE_CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";91;85;"VAR";"";"O";1;1;
"CCU_I20";91;86;"}]";"ROLE_CLINICAL_HISTORY";"O";0;0;
"CCU_I20";91;87;"CTI";"";"O";1;1;
"CCU_I20";91;88;"}]";"CLINICAL_HISTORY";"O";0;0;
"CCU_I20";91;89;"{";"PATIENT_VISITS";"O";0;0;
"CCU_I20";91;90;"PV1";"";"O";0;0;
"CCU_I20";91;91;"PV2";"";"O";0;1;
"CCU_I20";91;92;"}";"PATIENT_VISITS";"O";0;0;
"CCU_I20";91;93;"[{";"MEDICATION_HISTORY";"O";0;0;
"CCU_I20";91;94;"ORC";"";"O";0;0;
"CCU_I20";91;95;"[";"MEDICATION_ORDER_DETAIL";"O";0;0;
"CCU_I20";91;96;"RXO";"";"O";0;0;
"CCU_I20";91;97;"RXR";"";"O";1;0;
"CCU_I20";91;98;"RXC";"";"O";1;1;
"CCU_I20";91;99;"[{";"MEDICATION_ORDER_OBSERVATION";"O";0;0;
"CCU_I20";91;100;"OBX";"";"O";0;0;
"CCU_I20";91;101;"PRT";"";"O";1;1;
"CCU_I20";91;102;"}]";"MEDICATION_ORDER_OBSERVATION";"O";0;0;
"CCU_I20";91;103;"]";"MEDICATION_ORDER_DETAIL";"O";0;0;
"CCU_I20";91;104;"[";"MEDICATION_ENCODING_DETAIL";"O";0;0;
"CCU_I20";91;105;"RXE";"";"O";0;0;
"CCU_I20";91;106;"RXR";"";"O";1;0;
"CCU_I20";91;107;"RXC";"";"O";1;1;
"CCU_I20";91;108;"[{";"MEDICATION_ENCODING_OBSERVATION";"O";0;0;
"CCU_I20";91;109;"OBX";"";"O";0;0;
"CCU_I20";91;110;"PRT";"";"O";1;1;
"CCU_I20";91;111;"}]";"MEDICATION_ENCODING_OBSERVATION";"O";0;0;
"CCU_I20";91;112;"]";"MEDICATION_ENCODING_DETAIL";"O";0;0;
"CCU_I20";91;113;"[{";"MEDICATION_ADMINISTRATION_DETAIL";"O";0;0;
"CCU_I20";91;114;"RXA";"";"O";1;0;
"CCU_I20";91;115;"RXR";"";"O";0;0;
"CCU_I20";91;116;"[{";"MEDICATION_ADMINISTRATION_OBSERVATION";"O";0;0;
"CCU_I20";91;117;"OBX";"";"O";0;0;
"CCU_I20";91;118;"PRT";"";"O";1;1;
"CCU_I20";91;119;"}]";"MEDICATION_ADMINISTRATION_OBSERVATION";"O";0;0;
"CCU_I20";91;120;"}]";"MEDICATION_ADMINISTRATION_DETAIL";"O";0;0;
"CCU_I20";91;121;"CTI";"";"O";1;1;
"CCU_I20";91;122;"}]";"MEDICATION_HISTORY";"O";0;0;
"CCU_I20";91;123;"[{";"PROBLEM";"O";0;0;
"CCU_I20";91;124;"PRB";"";"O";0;0;
"CCU_I20";91;125;"VAR";"";"O";1;1;
"CCU_I20";91;126;"[{";"ROLE_PROBLEM";"O";0;0;
"CCU_I20";91;127;"<";"ROLE_PROBLEM_OBJECT";"O";0;0;
"CCU_I20";91;129;"ROL";"";"O";0;0;
"CCU_I20";91;130;"|";"";"O";0;0;
"CCU_I20";91;131;"PRD";"";"O";0;0;
"CCU_I20";91;133;">";"ROLE_PROBLEM_OBJECT";"O";0;0;
"CCU_I20";91;134;"VAR";"";"O";1;1;
"CCU_I20";91;135;"}]";"ROLE_PROBLEM";"O";0;0;
"CCU_I20";91;136;"[{";"PROBLEM_OBSERVATION";"O";0;0;
"CCU_I20";91;137;"OBX";"";"O";0;0;
"CCU_I20";91;138;"PRT";"";"O";1;1;
"CCU_I20";91;139;"}]";"PROBLEM_OBSERVATION";"O";0;0;
"CCU_I20";91;140;"}]";"PROBLEM";"O";0;0;
"CCU_I20";91;141;"[{";"GOAL";"O";0;0;
"CCU_I20";91;142;"GOL";"";"O";0;0;
"CCU_I20";91;143;"VAR";"";"O";1;1;
"CCU_I20";91;144;"[{";"ROLE_GOAL";"O";0;0;
"CCU_I20";91;145;"<";"ROLE_GOAL_OBJECT";"O";0;0;
"CCU_I20";91;147;"ROL";"";"O";0;0;
"CCU_I20";91;148;"|";"";"O";0;0;
"CCU_I20";91;149;"PRD";"";"O";0;0;
"CCU_I20";91;151;">";"ROLE_GOAL_OBJECT";"O";0;0;
"CCU_I20";91;152;"VAR";"";"O";1;1;
"CCU_I20";91;153;"}]";"ROLE_GOAL";"O";0;0;
"CCU_I20";91;154;"[{";"GOAL_OBSERVATION";"O";0;0;
"CCU_I20";91;155;"OBX";"";"O";0;0;
"CCU_I20";91;156;"PRT";"";"O";1;1;
"CCU_I20";91;157;"}]";"GOAL_OBSERVATION";"O";0;0;
"CCU_I20";91;158;"}]";"GOAL";"O";0;0;
"CCU_I20";91;159;"[{";"PATHWAY";"O";0;0;
"CCU_I20";91;160;"PTH";"";"O";0;0;
"CCU_I20";91;161;"VAR";"";"O";1;1;
"CCU_I20";91;162;"[{";"ROLE_PATHWAY";"O";0;0;
"CCU_I20";91;163;"<";"ROLE_PATHWAY_OBJECT";"O";0;0;
"CCU_I20";91;165;"ROL";"";"O";0;0;
"CCU_I20";91;166;"|";"";"O";0;0;
"CCU_I20";91;167;"PRD";"";"O";0;0;
"CCU_I20";91;169;">";"ROLE_PATHWAY_OBJECT";"O";0;0;
"CCU_I20";91;170;"VAR";"";"O";1;1;
"CCU_I20";91;171;"}]";"ROLE_PATHWAY";"O";0;0;
"CCU_I20";91;172;"[{";"PATHWAY_OBSERVATION";"O";0;0;
"CCU_I20";91;173;"OBX";"";"O";0;0;
"CCU_I20";91;174;"PRT";"";"O";1;1;
"CCU_I20";91;175;"}]";"PATHWAY_OBSERVATION";"O";0;0;
"CCU_I20";91;176;"}]";"PATHWAY";"O";0;0;
"CCU_I20";91;177;"REL";"";"O";1;1;
"CCU_I20";92;1;"MSH";"";"O";0;0;
"CCU_I20";92;2;"SFT";"";"O";1;1;
"CCU_I20";92;3;"UAC";"";"O";0;1;
"CCU_I20";92;4;"RF1";"";"O";0;0;
"CCU_I20";92;5;"[{";"PROVIDER_CONTACT";"O";0;0;
"CCU_I20";92;6;"PRD";"";"O";0;0;
"CCU_I20";92;7;"CTD";"";"O";1;1;
"CCU_I20";92;8;"}]";"PROVIDER_CONTACT";"O";0;0;
"CCU_I20";92;9;"[{";"PATIENT";"O";0;0;
"CCU_I20";92;10;"PID";"";"O";0;0;
"CCU_I20";92;11;"PD1";"";"O";0;1;
"CCU_I20";92;12;"}]";"PATIENT";"O";0;0;
"CCU_I20";92;13;"NK1";"";"O";1;1;
"CCU_I20";92;14;"[{";"INSURANCE";"O";0;0;
"CCU_I20";92;15;"IN1";"";"O";0;0;
"CCU_I20";92;16;"IN2";"";"O";0;1;
"CCU_I20";92;17;"IN3";"";"O";0;1;
"CCU_I20";92;18;"}]";"INSURANCE";"O";0;0;
"CCU_I20";92;19;"[{";"APPOINTMENT_HISTORY";"O";0;0;
"CCU_I20";92;20;"SCH";"";"O";0;0;
"CCU_I20";92;21;"[{";"RESOURCES";"O";0;0;
"CCU_I20";92;22;"RGS";"";"O";0;0;
"CCU_I20";92;23;"[{";"RESOURCE_DETAIL";"O";0;0;
"CCU_I20";92;24;"<";"RESOURCE_OBJECT";"O";0;0;
"CCU_I20";92;26;"AIS";"";"O";0;0;
"CCU_I20";92;27;"|";"";"O";0;0;
"CCU_I20";92;28;"AIG";"";"O";0;0;
"CCU_I20";92;29;"|";"";"O";0;0;
"CCU_I20";92;30;"AIL";"";"O";0;0;
"CCU_I20";92;31;"|";"";"O";0;0;
"CCU_I20";92;32;"AIP";"";"O";0;0;
"CCU_I20";92;34;">";"RESOURCE_OBJECT";"O";0;0;
"CCU_I20";92;35;"[{";"RESOURCE_OBSERVATION";"O";0;0;
"CCU_I20";92;36;"OBX";"";"O";0;0;
"CCU_I20";92;37;"PRT";"";"O";1;1;
"CCU_I20";92;38;"}]";"RESOURCE_OBSERVATION";"O";0;0;
"CCU_I20";92;39;"}]";"RESOURCE_DETAIL";"O";0;0;
"CCU_I20";92;40;"}]";"RESOURCES";"O";0;0;
"CCU_I20";92;41;"}]";"APPOINTMENT_HISTORY";"O";0;0;
"CCU_I20";92;42;"[{";"CLINICAL_HISTORY";"O";0;0;
"CCU_I20";92;43;"ORC";"";"O";0;0;
"CCU_I20";92;44;"[{";"CLINICAL_HISTORY_DETAIL";"O";0;0;
"CCU_I20";92;45;"<";"CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";92;47;"OBR";"";"O";0;0;
"CCU_I20";92;48;"|";"";"O";0;0;
"CCU_I20";92;49;"ODS";"";"O";0;0;
"CCU_I20";92;50;"|";"";"O";0;0;
"CCU_I20";92;51;"PR1";"";"O";0;0;
"CCU_I20";92;52;"|";"";"O";0;0;
"CCU_I20";92;53;"RF1";"";"O";0;0;
"CCU_I20";92;54;"|";"";"O";0;0;
"CCU_I20";92;55;"AL1";"";"O";0;0;
"CCU_I20";92;56;"|";"";"O";0;0;
"CCU_I20";92;57;"IAM";"";"O";0;0;
"CCU_I20";92;58;"|";"";"O";0;0;
"CCU_I20";92;59;"ACC";"";"O";0;0;
"CCU_I20";92;60;"|";"";"O";0;0;
"CCU_I20";92;61;"RMI";"";"O";0;0;
"CCU_I20";92;62;"|";"";"O";0;0;
"CCU_I20";92;63;"DB1";"";"O";0;0;
"CCU_I20";92;64;"|";"";"O";0;0;
"CCU_I20";92;65;"DG1";"";"O";0;0;
"CCU_I20";92;66;"|";"";"O";0;0;
"CCU_I20";92;67;"DRG";"";"O";0;0;
"CCU_I20";92;68;"|";"";"O";0;0;
"CCU_I20";92;69;"PDA";"";"O";0;0;
"CCU_I20";92;71;">";"CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";92;72;"[{";"CLINICAL_HISTORY_OBSERVATION";"O";0;0;
"CCU_I20";92;73;"OBX";"";"O";0;0;
"CCU_I20";92;74;"PRT";"";"O";1;1;
"CCU_I20";92;75;"}]";"CLINICAL_HISTORY_OBSERVATION";"O";0;0;
"CCU_I20";92;76;"}]";"CLINICAL_HISTORY_DETAIL";"O";0;0;
"CCU_I20";92;77;"[{";"ROLE_CLINICAL_HISTORY";"O";0;0;
"CCU_I20";92;78;"<";"ROLE_CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";92;80;"ROL";"";"O";0;0;
"CCU_I20";92;81;"|";"";"O";0;0;
"CCU_I20";92;82;"PRD";"";"O";0;0;
"CCU_I20";92;84;">";"ROLE_CLINICAL_HISTORY_OBJECT";"O";0;0;
"CCU_I20";92;85;"VAR";"";"O";1;1;
"CCU_I20";92;86;"}]";"ROLE_CLINICAL_HISTORY";"O";0;0;
"CCU_I20";92;87;"CTI";"";"O";1;1;
"CCU_I20";92;88;"}]";"CLINICAL_HISTORY";"O";0;0;
"CCU_I20";92;89;"{";"PATIENT_VISITS";"O";0;0;
"CCU_I20";92;90;"PV1";"";"O";0;0;
"CCU_I20";92;91;"PV2";"";"O";0;1;
"CCU_I20";92;92;"}";"PATIENT_VISITS";"O";0;0;
"CCU_I20";92;93;"[{";"MEDICATION_HISTORY";"O";0;0;
"CCU_I20";92;94;"ORC";"";"O";0;0;
"CCU_I20";92;95;"[";"MEDICATION_ORDER_DETAIL";"O";0;0;
"CCU_I20";92;96;"RXO";"";"O";0;0;
"CCU_I20";92;97;"RXR";"";"O";1;0;
"CCU_I20";92;98;"RXC";"";"O";1;1;
"CCU_I20";92;99;"[{";"MEDICATION_ORDER_OBSERVATION";"O";0;0;
"CCU_I20";92;100;"OBX";"";"O";0;0;
"CCU_I20";92;101;"PRT";"";"O";1;1;
"CCU_I20";92;102;"}]";"MEDICATION_ORDER_OBSERVATION";"O";0;0;
"CCU_I20";92;103;"]";"MEDICATION_ORDER_DETAIL";"O";0;0;
"CCU_I20";92;104;"[";"MEDICATION_ENCODING_DETAIL";"O";0;0;
"CCU_I20";92;105;"RXE";"";"O";0;0;
"CCU_I20";92;106;"RXR";"";"O";1;0;
"CCU_I20";92;107;"RXC";"";"O";1;1;
"CCU_I20";92;108;"[{";"MEDICATION_ENCODING_OBSERVATION";"O";0;0;
"CCU_I20";92;109;"OBX";"";"O";0;0;
"CCU_I20";92;110;"PRT";"";"O";1;1;
"CCU_I20";92;111;"}]";"MEDICATION_ENCODING_OBSERVATION";"O";0;0;
"CCU_I20";92;112;"]";"MEDICATION_ENCODING_DETAIL";"O";0;0;
"CCU_I20";92;113;"[{";"MEDICATION_ADMINISTRATION_DETAIL";"O";0;0;
"CCU_I20";92;114;"RXA";"";"O";1;0;
"CCU_I20";92;115;"RXR";"";"O";0;0;
"CCU_I20";92;116;"[{";"MEDICATION_ADMINISTRATION_OBSERVATION";"O";0;0;
"CCU_I20";92;117;"OBX";"";"O";0;0;
"CCU_I20";92;118;"PRT";"";"O";1;1;
"CCU_I20";92;119;"}]";"MEDICATION_ADMINISTRATION_OBSERVATION";"O";0;0;
"CCU_I20";92;120;"}]";"MEDICATION_ADMINISTRATION_DETAIL";"O";0;0;
"CCU_I20";92;121;"CTI";"";"O";1;1;
"CCU_I20";92;122;"}]";"MEDICATION_HISTORY";"O";0;0;
