"message_structure";"version_id";"description";"example_event";"example_msg_type";"action";"section";"anchor";"owl_gen"
"OMB_O27";92;"Blood Product Order Message";;;;"4.13.1";"ch04.html#Heading242";0
"OMD_O01";3;"Diet Order Message";"O01";"ORM";"order";"4.6";;0
"OMD_O01";4;"Diet Order Message";"O01";"ORM";"order";"4.6";;0
"OMD_O03";5;"Dietary Order";;;;"4";;0
"OMD_O03";6;"Dietary Order";;;;"4.7.1";"ch04.html#Heading168";0
"OMD_O03";7;"Dietary Order";;;;"4.7.1";"ch04.html#Heading171";0
"OMD_O03";8;"Dietary Order";;;;"4.7.1";"ch04.html#Heading168";0
"OMD_O03";9;"Dietary Order";;;;"4.7.1";"ch04.html#Heading180";0
"OMD_O03";10;"Dietary Order";;;;"4.7.1";"ch04.html#Heading1630";0
"OMD_O03";61;"Dietary Order";;;;"4.7.1";"ch04.html#Heading170";0
"OMD_O03";81;"Dietary Order";;;;"4.6.1";"ch04.html#Heading168";0
"OMD_O03";91;"Dietary Order";;;;"4.7.1";"ch04.html#Heading192";0
"OMD_O03";92;"Dietary Order";;;;"4.7.1";"ch04.html#Heading192";0
"OMG_O19";5;"General Clinical Order Message";;;;"4";;0
"OMG_O19";6;"General Clinical Order Message";;;;"4.4.4";"ch04.html#Heading22";0
"OMG_O19";7;"General Clinical Order Message";;;;"4.4.4";"ch04.html#Heading22";0
"OMG_O19";8;"General Clinical Order Message";;;;"4.4.4";"ch04.html#Heading18";0
"OMG_O19";9;"General Clinical Order Message";;;;"4.4.4";"ch04.html#Heading19";0
"OMG_O19";10;"General Clinical Order Message";;;;"4.4.4";"ch04.html#Heading1453";0
"OMG_O19";61;"General Clinical Order Message";;;;"4.4.4";"ch04.html#Heading22";0
"OMG_O19";81;"General Clinical Order Message";;;;"4.3.4";"ch04.html#Heading17";0
"OMG_O19";91;"General Clinical Order Message";;;;"4.4.4";"ch04.html#Heading19";0
"OMG_O19";92;"General Clinical Order Message";;;;"4.4.4";"ch04.html#Heading19";0
"OMI_O23";6;"Imaging Order Message";;;;"4.4.12";"ch04.html#Heading30";0
"OMI_O23";7;"Imaging Order Message";;;;"4.4.12";"ch04.html#Heading30";0
"OMI_O23";8;"Imaging Order Message";;;;"4.4.14";"ch04.html#Heading28";0
"OMI_O23";9;"Imaging Order Message";;;;"4.4.14";"ch04.html#Heading29";0
"OMI_O23";10;"Imaging Order Message";;;;"4.4.14";"ch04.html#Heading1471";0
"OMI_O23";61;"Imaging Order Message";;;;"4.4.12";"ch04.html#Heading30";0
"OMI_O23";81;"Imaging Order Message";;;;"4.3.14";"ch04.html#Heading27";0
"OMI_O23";91;"Imaging Order Message";;;;"4.4.14";"ch04.html#Heading41";0
"OMI_O23";92;"Imaging Order Message";;;;"4.4.14";"ch04.html#Heading41";0
"OML_O21";5;"Laboratory Order Message";;;;"4";;0
"OML_O21";6;"Laboratory Order Message";;;;"4.4.6";"ch04.html#Heading24";0
"OML_O21";7;"Laboratory Order Message";;;;"4.4.6";"ch04.html#Heading24";0
"OML_O21";8;"Laboratory Order Message";;;;"4.4.6";"ch04.html#Heading20";0
"OML_O21";9;"Laboratory Order Message";;;;"4.4.6";"ch04.html#Heading21";0
"OML_O21";10;"Laboratory Order Message";;;;"4.4.6";"ch04.html#Heading1455";0
"OML_O21";61;"Laboratory Order Message";;;;"4.4.6";"ch04.html#Heading24";0
"OML_O21";81;"Laboratory Order Message";;;;"4.3.6";"ch04.html#Heading19";0
"OML_O21";91;"Laboratory Order Message";;;;"4.4.6";"ch04.html#Heading21";0
"OML_O21";92;"Laboratory Order Message";;;;"4.4.6";"ch04.html#Heading21";0
"OML_O33";6;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.4.8";"ch04.html#Heading26";0
"OML_O33";7;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.4.8";"ch04.html#Heading26";0
"OML_O33";8;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.4.8";"ch04.html#Heading22";0
"OML_O33";9;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.4.8";"ch04.html#Heading23";0
"OML_O33";10;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.4.8";"ch04.html#Heading1459";0
"OML_O33";61;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.4.8";"ch04.html#Heading26";0
"OML_O33";81;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.3.8";"ch04.html#Heading21";0
"OML_O33";91;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.4.8";"ch04.html#Heading26";0
"OML_O33";92;"Laboratory Order - Multiple Order Per Specimen Mes";;;;"4.4.8";"ch04.html#Heading26";0
"OML_O35";6;"Laboratory Order - Multiple Order Per Container of";;;;"4.4.10";"ch04.html#Heading28";0
"OML_O35";7;"Laboratory Order - Multiple Order Per Container of";;;;"4.4.10";"ch04.html#Heading28";0
"OML_O35";8;"Laboratory Order - Multiple Order Per Container of";;;;"4.4.10";"ch04.html#Heading24";0
"OML_O35";9;"Laboratory Order - Multiple Order Per Container of";;;;"4.4.10";"ch04.html#Heading25";0
"OML_O35";10;"Laboratory Order - Multiple Order Per Container of";;;;"4.4.10";"ch04.html#Heading1463";0
"OML_O35";61;"Laboratory Order - Multiple Order Per Container of";;;;"4.4.10";"ch04.html#Heading28";0
"OML_O35";81;"Laboratory Order - Multiple Order Per Container of";;;;"4.3.10";"ch04.html#Heading23";0
"OML_O35";91;"Laboratory Order - Multiple Order Per Container of";;;;"4.4.10";"ch04.html#Heading31";0
"OML_O35";92;"Laboratory Order - Multiple Order Per Container of";;;;"4.4.10";"ch04.html#Heading31";0
"OML_O39";8;"Specimen Shipment Centric Laboratory Order Message";;;;"4.4.12";"ch04.html#Heading26";0
"OML_O39";9;"Specimen Shipment Centric Laboratory Order Message";;;;"4.4.12";"ch04.html#Heading27";0
"OML_O39";10;"Specimen Shipment Centric Laboratory Order Message";;;;"4.4.12";"ch04.html#Heading1467";0
"OML_O39";81;"Specimen Shipment Centric Laboratory Order Message";;;;"4.3.12";"ch04.html#Heading25";0
"OML_O39";91;"Specimen Shipment Centric Laboratory Order Message";;;;"4.4.12";"ch04.html#Heading36";0
"OML_O39";92;"Specimen Shipment Centric Laboratory Order Message";;;;"4.4.12";"ch04.html#Heading36";0
"OML_O59";10;"Non-Stock Supply Order Message";;;;"4.4.22";"ch04.html#Heading1479";0
"OMN_O01";3;"Non-Stock Supply Order Message";"O02";"ORR";"order";"4.7";;0
"OMN_O01";4;"Non-Stock Supply Order Message";"O01";"ORM";"order";"4.7";;0
"OMN_O07";5;"Nonstock Requisition Order Message";;;;"4";;0
"OMN_O07";6;"Nonstock Requisition Order Message";;;;"4.10.3";"ch04.html#Heading190";0
"OMN_O07";7;"Nonstock Requisition Order Message";;;;"4.10.3";"ch04.html#Heading193";0
"OMN_O07";8;"Nonstock Requisition Order Message";;;;"4.10.3";"ch04.html#Heading188";0
"OMN_O07";9;"Nonstock Requisition Order Message";;;;"4.10.3";"ch04.html#Heading202";0
"OMN_O07";10;"Nonstock Requisition Order Message";;;;"4.10.3";"ch04.html#Heading1652";0
"OMN_O07";61;"Nonstock Requisition Order Message";;;;"4.10.3";"ch04.html#Heading192";0
"OMN_O07";81;"Nonstock Requisition Order Message";;;;"4.9.3";"ch04.html#Heading188";0
"OMN_O07";91;"Nonstock Requisition Order Message";;;;"4.10.3";"ch04.html#Heading214";0
"OMN_O07";92;"Nonstock Requisition Order Message";;;;"4.10.3";"ch04.html#Heading214";0
"OMP_O09";5;"Pharmacy/treatment Order Message";;;;"4";;0
"OMP_O09";6;"Pharmacy/treatment Order Message";;;;"4.13.3";"ch04.html#Heading220";0
"OMP_O09";7;"Pharmacy/treatment Order Message";;;;"4.13.3";"ch04.html#Heading223";0
"OMP_O09";8;"Pharmacy/treatment Order Message";;;;"4.A.3.2";"ch04a.html#Heading8";0
"OMP_O09";9;"Pharmacy/treatment Order Message";;;;"4.A.3";"ch04a.html#Heading8";0
"OMP_O09";10;"Pharmacy/treatment Order Message";;;;"4A.3.3";"ch04A.html#Heading1841";0
"OMP_O09";61;"Pharmacy/treatment Order Message";;;;"4.13.3";"ch04.html#Heading222";0
"OMP_O09";81;"Pharmacy/treatment Order Message";;;;"4.A.3";"ch04a.html#Heading7";0
"OMP_O09";91;"Pharmacy/treatment Order Message";;;;"4.A.3";"ch04a.html#Heading8";0
"OMP_O09";92;"Pharmacy/treatment Order Message";;;;"4.A.3";"ch04a.html#Heading8";0
"OMQ_O57";9;;;;;"4.4.19";"ch04.html#Heading34";0
"OMQ_O57";10;;;;;"4.4.20";"ch04.html#Heading1477";0
"OMQ_O57";91;;;;;"4.4.19";"ch04.html#Heading46";0
"OMQ_O57";92;;;;;"4.4.19";"ch04.html#Heading46";0
"OMS_O01";3;"Stock Supply Order Message";"O02";"OMS";"order";"4.7";;0
"OMS_O01";4;"Stock Supply Order Message";"O01";"ORM";"order";"4.7";;0
"OMS_O05";5;"Stock Requisition Order Message";;;;"4";;0
"OMS_O05";6;"Stock Requisition Order Message";;;;"4.10.1";"ch04.html#Heading188";0
"OMS_O05";7;"Stock Requisition Order Message";;;;"4.10.1";"ch04.html#Heading191";0
"OMS_O05";8;"Stock Requisition Order Message";;;;"4.10.1";"ch04.html#Heading186";0
"OMS_O05";9;"Stock Requisition Order Message";;;;"4.10.1";"ch04.html#Heading200";0
"OMS_O05";10;"Stock Requisition Order Message";;;;"4.10.1";"ch04.html#Heading1650";0
"OMS_O05";61;"Stock Requisition Order Message";;;;"4.10.1";"ch04.html#Heading190";0
"OMS_O05";81;"Stock Requisition Order Message";;;;"4.9.1";"ch04.html#Heading186";0
"OMS_O05";91;"Stock Requisition Order Message";;;;"4.10.1";"ch04.html#Heading212";0
"OMS_O05";92;"Stock Requisition Order Message";;;;"4.10.1";"ch04.html#Heading212";0
"OPL_O37";7;"Population/Location-Based Laboratory Order Message";;;;"4.4.14";"ch04.html#Heading32";0
"OPL_O37";8;"Population/Location-Based Laboratory Order Message";;;;"4.4.16";"ch04.html#Heading30";0
"OPL_O37";9;"Population/Location-Based Laboratory Order Message";;;;"4.4.16";"ch04.html#Heading31";0
"OPL_O37";10;"Population/Location-Based Laboratory Order Message";;;;"4.4.16";"ch04.html#Heading1473";0
"OPL_O37";81;"Population/Location-Based Laboratory Order Message";;;;"4.3.16";"ch04.html#Heading29";0
"OPL_O37";91;"Population/Location-Based Laboratory Order Message";;;;"4.4.16";"ch04.html#Heading43";0
"OPL_O37";92;"Population/Location-Based Laboratory Order Message";;;;"4.4.16";"ch04.html#Heading43";0
"OPR_O38";7;"Population/Location-Based Laboratory Order Acknowl";;;;"4.4.15";"ch04.html#Heading33";0
"OPR_O38";8;"Population/Location-Based Laboratory Order Acknowl";;;;"4.4.17";"ch04.html#Heading31";0
"OPR_O38";9;"Population/Location-Based Laboratory Order Acknowl";;;;"4.4.17";"ch04.html#Heading32";0
"OPR_O38";10;"Population/Location-Based Laboratory Order Acknowl";;;;"4.4.17";"ch04.html#Heading1474";0
"OPR_O38";81;"Population/Location-Based Laboratory Order Acknowl";;;;"4.3.17";"ch04.html#Heading30";0
"OPR_O38";91;"Population/Location-Based Laboratory Order Acknowl";;;;"4.4.17";"ch04.html#Heading44";0
"OPR_O38";92;"Population/Location-Based Laboratory Order Acknowl";;;;"4.4.17";"ch04.html#Heading44";0
"OPU_R25";7;"Observation Message";;;;"7.3.10";"ch07.html#Heading52";0
"OPU_R25";8;"Observation Message";;;;"7.3.11";"ch07.html#Heading51";0
"OPU_R25";9;"Observation Message";;;;"7.3.11";"ch07.html#Heading53";0
"OPU_R25";10;"Observation Message";;;;"7.3.11";"ch07.html#Heading2837";0
"OPU_R25";81;"Observation Message";;;;"7.3.11";"ch07.html#Heading51";0
"OPU_R25";91;"Observation Message";;;;"7.3.11";"ch07.html#Heading53";0
"OPU_R25";92;"Observation Message";;;;"7.3.11";"ch07.html#Heading54";0
"ORA_R33";8;"Observation Report Acknowledgement";;;;"7.3.7";"ch07.html#Heading47";0
"ORA_R33";9;"Observation Report Acknowledgement";;;;"7.3.7";"ch07.html#Heading49";0
"ORA_R33";10;"Observation Report Acknowledgement";;;;"7.3.7";"ch07.html#Heading2833";0
"ORA_R33";81;"Observation Report Acknowledgement";;;;"7.3.7";"ch07.html#Heading47";0
"ORA_R33";91;"Observation Report Acknowledgement";;;;"7.3.7";"ch07.html#Heading49";0
"ORA_R33";92;"Observation Report Acknowledgement";;;;"7.3.7";"ch07.html#Heading50";0
"ORA_R41";9;;;;;"7.3.13";"ch07.html#Heading55";0
"ORA_R41";10;;;;;"7.3.13";"ch07.html#Heading2839";0
"ORA_R41";91;;;;;"7.3.13";"ch07.html#Heading55";0
"ORA_R41";92;;;;;"7.3.13";"ch07.html#Heading56";0
"ORB_O28";6;;;;;"4.20.2";"ch04.html#Heading468";0
"ORB_O28";7;;;;;"4.20.2";"ch04.html#Heading484";0
"ORB_O28";8;"Description";;;;"4.13.2";"ch04.html#Heading216";0
"ORB_O28";9;"Description";;;;"4.13.2";"ch04.html#Heading232";0
"ORB_O28";10;;;;;"4.13.3";"ch04.html#Heading1683";0
"ORB_O28";61;;;;;"4.20.2";"ch04.html#Heading470";0
"ORB_O28";81;"Description";;;;"4.12.2";"ch04.html#Heading216";0
"ORB_O28";91;;;;;"4.13.2";"ch04.html#Heading244";0
"ORB_O28";92;;;;;"4.13.2";"ch04.html#Heading244";0
"ORD_O02";3;"Diet Order Message Response";"O02";"ORR";"respond";"4.6";;0
"ORD_O02";4;"Diet Order Message Response";"O02";"ORR";"respond";"4.6";;0
"ORD_O04";5;"Dietary Order Acknowledgment Message";;;;"4";;0
"ORD_O04";6;"Dietary Order Acknowledgment Message";;;;"4.7.2";"ch04.html#Heading169";0
"ORD_O04";7;"Dietary Order Acknowledgment Message";;;;"4.7.2";"ch04.html#Heading172";0
"ORD_O04";8;"Dietary Order Acknowledgment Message";;;;"4.7.2";"ch04.html#Heading169";0
"ORD_O04";9;"Dietary Order Acknowledgment Message";;;;"4.7.2";"ch04.html#Heading181";0
"ORD_O04";10;"Dietary Order Acknowledgment Message";;;;"4.7.2";"ch04.html#Heading1631";0
"ORD_O04";61;"Dietary Order Acknowledgment Message";;;;"4.7.2";"ch04.html#Heading171";0
"ORD_O04";81;"Dietary Order Acknowledgment Message";;;;"4.6.2";"ch04.html#Heading169";0
"ORD_O04";91;"Dietary Order Acknowledgment Message";;;;"4.7.2";"ch04.html#Heading193";0
"ORD_O04";92;"Dietary Order Acknowledgment Message";;;;"4.7.2";"ch04.html#Heading193";0
"ORF_R04";3;;"R02";"ORF";;;;0
"ORF_R04";4;;"R04";"ORF";;;;0
"ORF_R04";5;;;;;"7";;0
"ORF_R04";6;;;;;"7.3.3";"ch07.html#Heading45";0
"ORF_R04";7;;;;;"7.3.3";"ch07.html#Heading45";0
"ORF_R04";61;;;;;"7.3.3";"ch07.html#Heading45";0
"ORG_O20";5;"General Clinical Order Acknowledgment Message";;;;"4";;0
"ORG_O20";6;"General Clinical Order Acknowledgment Message";;;;"4.4.5";"ch04.html#Heading23";0
"ORG_O20";7;"General Clinical Order Acknowledgment Message";;;;"4.4.5";"ch04.html#Heading23";0
"ORG_O20";8;"General Clinical Order Acknowledgment Message";;;;"4.4.5";"ch04.html#Heading19";0
"ORG_O20";9;"General Clinical Order Acknowledgment Message";;;;"4.4.5";"ch04.html#Heading20";0
"ORG_O20";10;"General Clinical Order Acknowledgment Message";;;;"4.4.5";"ch04.html#Heading1454";0
"ORG_O20";61;"General Clinical Order Acknowledgment Message";;;;"4.4.5";"ch04.html#Heading23";0
"ORG_O20";81;"General Clinical Order Acknowledgment Message";;;;"4.3.5";"ch04.html#Heading18";0
"ORG_O20";91;"General Clinical Order Acknowledgment Message";;;;"4.4.5";"ch04.html#Heading20";0
"ORG_O20";92;"General Clinical Order Acknowledgment Message";;;;"4.4.5";"ch04.html#Heading20";0
"ORI_O24";6;"Imaging Order Acknowledgment Message";;;;"4.4.13";"ch04.html#Heading31";0
"ORI_O24";7;"Imaging Order Acknowledgment Message";;;;"4.4.13";"ch04.html#Heading31";0
"ORI_O24";8;"Imaging Order Acknowledgment Message";;;;"4.4.15";"ch04.html#Heading29";0
"ORI_O24";9;"Imaging Order Acknowledgment Message";;;;"4.4.15";"ch04.html#Heading30";0
"ORI_O24";10;"Imaging Order Acknowledgment Message";;;;"4.4.15";"ch04.html#Heading1472";0
"ORI_O24";61;"Imaging Order Acknowledgment Message";;;;"4.4.13";"ch04.html#Heading31";0
"ORI_O24";81;"Imaging Order Acknowledgment Message";;;;"4.3.15";"ch04.html#Heading28";0
"ORI_O24";91;"Imaging Order Acknowledgment Message";;;;"4.4.15";"ch04.html#Heading42";0
"ORI_O24";92;"Imaging Order Acknowledgment Message";;;;"4.4.15";"ch04.html#Heading42";0
"ORL_O22";5;"General Laboratory Order Acknowledgment Message";;;;"4";;0
"ORL_O22";6;"General Laboratory Order Acknowledgment Message";;;;"4.4.7";"ch04.html#Heading25";0
"ORL_O22";7;"General Laboratory Order Acknowledgment Message";;;;"4.4.7";"ch04.html#Heading25";0
"ORL_O22";8;"General Laboratory Order Acknowledgment Message";;;;"4.4.7";"ch04.html#Heading21";0
"ORL_O22";9;"General Laboratory Order Acknowledgment Message";;;;"4.4.7";"ch04.html#Heading22";0
"ORL_O22";10;"General Laboratory Order Acknowledgment Message";;;;"4.4.7.0";"ch04.html#Heading1457";0
"ORL_O22";61;"General Laboratory Order Acknowledgment Message";;;;"4.4.7";"ch04.html#Heading25";0
"ORL_O22";81;"General Laboratory Order Acknowledgment Message";;;;"4.3.7";"ch04.html#Heading20";0
"ORL_O22";91;"General Laboratory Order Acknowledgment Message";;;;"4.4.7.1";"ch04.html#Heading24";0
"ORL_O22";92;"General Laboratory Order Acknowledgment Message";;;;"4.4.7.1";"ch04.html#Heading24";0
"ORL_O34";6;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.9";"ch04.html#Heading27";0
"ORL_O34";7;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.9";"ch04.html#Heading27";0
"ORL_O34";8;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.9";"ch04.html#Heading23";0
"ORL_O34";9;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.9";"ch04.html#Heading24";0
"ORL_O34";10;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.9.0";"ch04.html#Heading1461";0
"ORL_O34";61;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.9";"ch04.html#Heading27";0
"ORL_O34";81;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.3.9";"ch04.html#Heading22";0
"ORL_O34";91;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.9.1";"ch04.html#Heading29";0
"ORL_O34";92;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.9.1";"ch04.html#Heading29";0
"ORL_O36";6;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.11";"ch04.html#Heading29";0
"ORL_O36";7;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.11";"ch04.html#Heading29";0
"ORL_O36";8;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.11";"ch04.html#Heading25";0
"ORL_O36";9;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.11";"ch04.html#Heading26";0
"ORL_O36";10;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.11.0";"ch04.html#Heading1465";0
"ORL_O36";61;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.11";"ch04.html#Heading29";0
"ORL_O36";81;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.3.11";"ch04.html#Heading24";0
"ORL_O36";91;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.11.1";"ch04.html#Heading34";0
"ORL_O36";92;"Laboratory Order Acknowledgment Message  - Multipl";;;;"4.4.11.1";"ch04.html#Heading34";0
"ORL_O40";8;"Specimen Shipment Centric Laboratory Order Acknowl";;;;"4.4.13";"ch04.html#Heading27";0
"ORL_O40";9;"Specimen Shipment Centric Laboratory Order Acknowl";;;;"4.4.13";"ch04.html#Heading28";0
"ORL_O40";10;"Specimen Shipment Centric Laboratory Order Acknowl";;;;"4.4.13.0";"ch04.html#Heading1469";0
"ORL_O40";81;"Specimen Shipment Centric Laboratory Order Acknowl";;;;"4.3.13";"ch04.html#Heading26";0
"ORL_O40";91;"Specimen Shipment Centric Laboratory Order Acknowl";;;;"4.4.13.1";"ch04.html#Heading39";0
"ORL_O40";92;"Specimen Shipment Centric Laboratory Order Acknowl";;;;"4.4.13.1";"ch04.html#Heading39";0
"ORL_O41";91;;;;;"4.4.7.2";"ch04.html#Heading25";0
"ORL_O41";92;;;;;"4.4.7.2";"ch04.html#Heading25";0
"ORL_O42";91;;;;;"4.4.9.2";"ch04.html#Heading30";0
"ORL_O42";92;;;;;"4.4.9.2";"ch04.html#Heading30";0
"ORL_O43";91;;;;;"4.4.11.2";"ch04.html#Heading35";0
"ORL_O43";92;;;;;"4.4.11.2";"ch04.html#Heading35";0
"ORL_O44";91;;;;;"4.4.13.2";"ch04.html#Heading40";0
"ORL_O44";92;;;;;"4.4.13.2";"ch04.html#Heading40";0
"ORL_O53";10;;;;;"4.4.7.1";"ch04.html#Heading1458";0
"ORL_O54";10;;;;;"4.4.9.1";"ch04.html#Heading1462";0
"ORL_O55";10;;;;;"4.4.11.1";"ch04.html#Heading1466";0
"ORL_O56";10;;;;;"4.4.13.1";"ch04.html#Heading1470";0
"ORM_O01";3;"General Order Message";"O01";"ORM";"order";"4.2.1";;0
"ORM_O01";4;"General Order Message";"O01";"ORM";"order";"4.2.1";;0
"ORM_O01";5;"General Order Message";;;;"4";;0
"ORM_O01";6;"General Order Message";;;;"4.4.1";"ch04.html#Heading15";0
"ORM_O01";7;"General Order Message";;;;"4.4.1";"ch04.html#Heading15";1
"ORM_O01";61;"General Order Message";;;;"4.4.1";"ch04.html#Heading15";0
"ORM_Q06";3;;"Q06";"ORM";;;;0
"ORM_Q06";4;;"Q06";"ORM";;;;0
"ORN_O02";3;"Non-Stock Supply Response";"O02";"ORR";"respond";"4.7";;0
"ORN_O02";4;"non-stock Supply Order Message";"O02";"ORR";"respond";"4.7";;0
"ORN_O08";5;"General Order Acknowledgment Message";;;;"4";;0
"ORN_O08";6;"General Order Acknowledgment Message";;;;"4.10.4";"ch04.html#Heading191";0
"ORN_O08";7;"General Order Acknowledgment Message";;;;"4.10.4";"ch04.html#Heading194";0
"ORN_O08";8;"General Order Acknowledgment Message";;;;"4.10.4";"ch04.html#Heading189";0
"ORN_O08";9;"General Order Acknowledgment Message";;;;"4.10.4";"ch04.html#Heading203";0
"ORN_O08";10;"General Order Acknowledgment Message";;;;"4.10.4";"ch04.html#Heading1653";0
"ORN_O08";61;"General Order Acknowledgment Message";;;;"4.10.4";"ch04.html#Heading193";0
"ORN_O08";81;"General Order Acknowledgment Message";;;;"4.9.4";"ch04.html#Heading189";0
"ORN_O08";91;"General Order Acknowledgment Message";;;;"4.10.4";"ch04.html#Heading215";0
"ORN_O08";92;"General Order Acknowledgment Message";;;;"4.10.4";"ch04.html#Heading215";0
"ORP_O10";5;;;;;"4";;0
"ORP_O10";6;;;;;"4.13.4";"ch04.html#Heading221";0
"ORP_O10";7;;;;;"4.13.4";"ch04.html#Heading224";0
"ORP_O10";8;"Description";;;;"4.A.3.3";"ch04a.html#Heading9";0
"ORP_O10";9;"Description";;;;"4.A.4";"ch04a.html#Heading9";0
"ORP_O10";10;;;;;"4A.3.4";"ch04A.html#Heading1842";0
"ORP_O10";61;;;;;"4.13.4";"ch04.html#Heading223";0
"ORP_O10";81;"Description";;;;"4.A.4";"ch04a.html#Heading8";0
"ORP_O10";91;;;;;"4.A.4";"ch04a.html#Heading9";0
"ORP_O10";92;;;;;"4.A.4";"ch04a.html#Heading9";0
"ORR_O02";3;"General Order Response";"O02";"ORR";"respond";"4.2.2";;0
"ORR_O02";4;"General Order Response";"O02";"ORR";"response";"4.2.2";;0
"ORR_O02";5;"General Order Response";;;;"4";;0
"ORR_O02";6;"General Order Response";;;;"4.4.2";"ch04.html#Heading18";0
"ORR_O02";7;"General Order Response";;;;"4.4.2";"ch04.html#Heading18";1
"ORR_O02";61;"General Order Response";;;;"4.4.2";"ch04.html#Heading18";0
"ORR_Q06";3;;"Q06";"ORR";;;;0
"ORR_Q06";4;;"Q06";"ORR";;;;0
"ORS_O02";3;"Stock Supply Order Message Response";"O02";"ORR";"respond";"4.7";;0
"ORS_O02";4;"Stock Supply Order Message Response";"O02";"ORR";"respond";"4.7";;0
"ORS_O06";5;"Stock Order Acknowledgment Message";;;;"4";;0
"ORS_O06";6;"Stock Order Acknowledgment Message";;;;"4.10.2";"ch04.html#Heading189";0
"ORS_O06";7;"Stock Order Acknowledgment Message";;;;"4.10.2";"ch04.html#Heading192";0
"ORS_O06";8;"Stock Order Acknowledgment Message";;;;"4.10.2";"ch04.html#Heading187";0
"ORS_O06";9;"Stock Order Acknowledgment Message";;;;"4.10.2";"ch04.html#Heading201";0
"ORS_O06";10;"Stock Order Acknowledgment Message";;;;"4.10.2";"ch04.html#Heading1651";0
"ORS_O06";61;"Stock Order Acknowledgment Message";;;;"4.10.2";"ch04.html#Heading191";0
"ORS_O06";81;"Stock Order Acknowledgment Message";;;;"4.9.2";"ch04.html#Heading187";0
"ORS_O06";91;"Stock Order Acknowledgment Message";;;;"4.10.2";"ch04.html#Heading213";0
"ORS_O06";92;"Stock Order Acknowledgment Message";;;;"4.10.2";"ch04.html#Heading213";0
"ORU_R01";3;"Observation Message";"R01";"ORU";;;;0
"ORU_R01";4;"Observation Message";"R01";"ORU";;;;0
"ORU_R01";5;"Observation Message";;;;"7";;0
"ORU_R01";6;"Observation Message";;;;"5.7.3.1";"ch05.html#Heading120";0
"ORU_R01";7;"Observation Message";;;;"5.7.3.1";"ch05.html#Heading120";1
"ORU_R01";8;"Observation Message";;;;"7.3.1";"ch07.html#Heading41";0
"ORU_R01";9;"Observation Message";;;;"7.3.1";"ch07.html#Heading43";0
"ORU_R01";10;"Observation Message";;;;"7.3.1";"ch07.html#Heading2827";0
"ORU_R01";61;"Observation Message";;;;"5.7.3.1";"ch05.html#Heading120";0
"ORU_R01";81;"Observation Message";;;;"5.7.3.0";"ch05.html#Heading104";0
"ORU_R01";91;"Observation Message";;;;"7.3.1";"ch07.html#Heading43";0
"ORU_R01";92;"Observation Message";;;;"7.3.1";"ch07.html#Heading44";0
"ORU_R30";6;"Observation Message";;;;"7.3.4";"ch07.html#Heading46";0
"ORU_R30";7;"Observation Message";;;;"7.3.4";"ch07.html#Heading46";0
"ORU_R30";8;"Observation Message";;;;"7.3.4";"ch07.html#Heading44";0
"ORU_R30";9;"Observation Message";;;;"7.3.4";"ch07.html#Heading46";0
"ORU_R30";10;"Observation Message";;;;"7.3.4";"ch07.html#Heading2830";0
"ORU_R30";61;"Observation Message";;;;"7.3.4";"ch07.html#Heading46";0
"ORU_R30";81;"Observation Message";;;;"7.3.4";"ch07.html#Heading44";0
"ORU_R30";91;"Observation Message";;;;"7.3.4";"ch07.html#Heading46";0
"ORU_R30";92;"Observation Message";;;;"7.3.4";"ch07.html#Heading47";0
"ORU_W01";3;;"W01";"ORU";;;;0
"ORU_W01";4;;"W01";"ORU";;;;0
"ORX_O58";9;;;;;"4.4.20";"ch04.html#Heading35";0
"ORX_O58";10;;;;;"4.4.21";"ch04.html#Heading1478";0
"ORX_O58";91;;;;;"4.4.20";"ch04.html#Heading47";0
"ORX_O58";92;;;;;"4.4.20";"ch04.html#Heading47";0
