"message_structure";"version_id";"description";"example_event";"example_msg_type";"action";"section";"anchor";"owl_gen"
"ERP_Q01";3;;"Q01";"ERP";;;;0
"ERP_Q01";4;;"Q01";"ERP";;;;0
"ERP_R09";4;;"R09";"ERP";;;;0
"ERP_R09";5;;;;;"5";;0
"ESR_U02";5;"Equipment Status Message";;;;"13";;0
"ESR_U02";6;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading76";0
"ESR_U02";7;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading76";0
"ESR_U02";8;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading76";0
"ESR_U02";9;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading76";0
"ESR_U02";10;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading4359";0
"ESR_U02";61;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading76";0
"ESR_U02";81;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading76";0
"ESR_U02";91;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading76";0
"ESR_U02";92;"Equipment Status Message";;;;"13.3.2";"ch13.html#Heading76";0
"ESU_U01";5;"Equipment Status Message";;;;"13";;0
"ESU_U01";6;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading75";0
"ESU_U01";7;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading75";0
"ESU_U01";8;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading75";0
"ESU_U01";9;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading75";0
"ESU_U01";10;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading4358";0
"ESU_U01";61;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading75";0
"ESU_U01";81;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading75";0
"ESU_U01";91;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading75";0
"ESU_U01";92;"Equipment Status Message";;;;"13.3.1";"ch13.html#Heading75";0
"INR_U06";5;"Inventory Request Message";;;;"13";;0
"INR_U06";6;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading80";0
"INR_U06";7;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading80";0
"INR_U06";8;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading80";0
"INR_U06";9;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading80";0
"INR_U06";10;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading4363";0
"INR_U06";61;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading80";0
"INR_U06";81;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading80";0
"INR_U06";91;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading80";0
"INR_U06";92;"Inventory Request Message";;;;"13.3.6";"ch13.html#Heading80";0
"INR_U14";10;;;;;"13.3.14";"ch13.html#Heading4371";0
"INU_U05";5;"Inventory Update Message";;;;"13";;0
"INU_U05";6;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading79";0
"INU_U05";7;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading79";0
"INU_U05";8;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading79";0
"INU_U05";9;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading79";0
"INU_U05";10;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading4362";0
"INU_U05";61;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading79";0
"INU_U05";81;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading79";0
"INU_U05";91;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading79";0
"INU_U05";92;"Inventory Update Message";;;;"13.3.5";"ch13.html#Heading79";0
"LSU_U12";5;"Equipment Log/Service Message";;;;"13";;0
"LSU_U12";6;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading86";0
"LSU_U12";7;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading86";0
"LSU_U12";8;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading86";0
"LSU_U12";9;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading86";0
"LSU_U12";10;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading4369";0
"LSU_U12";61;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading86";0
"LSU_U12";81;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading86";0
"LSU_U12";91;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading86";0
"LSU_U12";92;"Equipment Log/Service Message";;;;"13.3.12";"ch13.html#Heading86";0
"MDM_T01";3;;"T01";"MDM";;;;0
"MDM_T01";4;;"T01";"MDM";;;;0
"MDM_T01";5;;;;;"9";;0
"MDM_T01";6;;;;;"9.5.1";"ch09.html#Heading29";0
"MDM_T01";7;;;;;"9.5.1";"ch09.html#Heading29";0
"MDM_T01";8;"Document Cancel Notification";;;;"9.6.1";"ch09.html#Heading52";0
"MDM_T01";9;"Document Cancel Notification";;;;"9.6.1";"ch09.html#Heading52";0
"MDM_T01";10;;;;;"9.6.1";"ch09.html#Heading3702";0
"MDM_T01";61;;;;;"9.5.1";"ch09.html#Heading29";0
"MDM_T01";81;"Document Cancel Notification";;;;"9.6.1";"ch09.html#Heading52";0
"MDM_T01";91;;;;;"9.6.1";"ch09.html#Heading52";0
"MDM_T01";92;;;;;"9.6.1";"ch09.html#Heading52";0
"MDM_T02";3;;"T02";"MDM";;;;0
"MDM_T02";4;;"T02";"MDM";;;;0
"MDM_T02";5;;;;;"9";;0
"MDM_T02";6;;;;;"9.5.2";"ch09.html#Heading30";0
"MDM_T02";7;;;;;"9.5.2";"ch09.html#Heading30";0
"MDM_T02";8;"Document Replacement Notification & Content";;;;"9.6.2";"ch09.html#Heading53";0
"MDM_T02";9;"Document Replacement Notification & Content";;;;"9.6.2";"ch09.html#Heading53";0
"MDM_T02";10;;;;;"9.6.2";"ch09.html#Heading3703";0
"MDM_T02";61;;;;;"9.5.2";"ch09.html#Heading30";0
"MDM_T02";81;"Document Replacement Notification & Content";;;;"9.6.2";"ch09.html#Heading53";0
"MDM_T02";91;;;;;"9.6.2";"ch09.html#Heading53";0
"MDM_T02";92;;;;;"9.6.2";"ch09.html#Heading53";0
"MFD_P09";3;;"P09";"MFD";;;;0
"MFD_P09";4;;"P09";"MFD";;;;0
"MFK_M01";3;"Master File Acknowledgment";"M01";"MFK";;;;0
"MFK_M01";4;"Master File Acknowledgment";"M01";"MFK";;;;0
"MFK_M01";5;"Master File Acknowledgment";;;;"8";;0
"MFK_M01";6;"Master File Acknowledgment";;;;"8.4.1";"ch08.html#Heading7";0
"MFK_M01";7;"Master File Acknowledgment";;;;"8.4.1";"ch08.html#Heading6";0
"MFK_M01";8;"Master File Acknowledgment";;;;"8.4.2";"ch08.html#Heading7";0
"MFK_M01";9;"Master File Acknowledgment";;;;"8.4.2";"ch08.html#Heading7";0
"MFK_M01";10;"Master File Acknowledgment";;;;"8.4.2";"ch08.html#Heading3250";0
"MFK_M01";61;"Master File Acknowledgment";;;;"8.4.1";"ch08.html#Heading7";0
"MFK_M01";81;"Master File Acknowledgment";;;;"8.4.2";"ch08.html#Heading7";0
"MFK_M01";91;"Master File Acknowledgment";;;;"8.4.2";"ch08.html#Heading7";0
"MFK_M01";92;"Master File Acknowledgment";;;;"8.4.2";"ch08.html#Heading7";0
"MFN_M01";3;;"M01";"MFN";;;;0
"MFN_M01";4;;"M01";"MFN";;;;0
"MFN_M01";5;;;;;"8";;0
"MFN_M01";6;;;;;"8.4.1";"ch08.html#Heading7";0
"MFN_M01";7;;;;;"8.4.1";"ch08.html#Heading6";0
"MFN_M01";61;;;;;"8.4.1";"ch08.html#Heading7";0
"MFN_M02";3;"Master File Notification for Staff/Practitioner";"M02";"MFN";;;;0
"MFN_M02";4;"Master File Notification for Staff/Practitioner";"M02";"MFN";;;;0
"MFN_M02";5;"Master File Notification for Staff/Practitioner";;;;"8";;0
"MFN_M02";6;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading61";0
"MFN_M02";7;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading62";0
"MFN_M02";8;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading45";0
"MFN_M02";9;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading53";0
"MFN_M02";10;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading3296";0
"MFN_M02";61;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading61";0
"MFN_M02";81;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading45";0
"MFN_M02";91;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading53";0
"MFN_M02";92;"Master File Notification for Staff/Practitioner";;;;"8.7.1";"ch08.html#Heading53";0
"MFN_M03";3;;"M03";"MFN";;;;0
"MFN_M03";4;;"M03";"MFN";;;;0
"MFN_M03";5;;;;;"8";;0
"MFN_M03";6;;;;;"8.8.2";"ch08.html#Heading65";0
"MFN_M03";7;;;;;"8.8.2";"ch08.html#Heading66";0
"MFN_M03";61;;;;;"8.8.2";"ch08.html#Heading65";0
"MFN_M04";4;"Master File Notification - Charge Description";"M04";"MFN";;;;0
"MFN_M04";5;"Master File Notification - Charge Description";;;;"8";;0
"MFN_M04";6;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading242";0
"MFN_M04";7;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading243";0
"MFN_M04";8;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading214";0
"MFN_M04";9;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading242";0
"MFN_M04";10;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading3548";0
"MFN_M04";61;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading242";0
"MFN_M04";81;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading214";0
"MFN_M04";91;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading246";0
"MFN_M04";92;"Master File Notification - Charge Description";;;;"8.10.1";"ch08.html#Heading306";0
"MFN_M05";3;"Master File Notification - Patient Location";"M05";"MFN";;;;0
"MFN_M05";4;"Master File Notification - Patient Location";"M05";"MFN";;;;0
"MFN_M05";5;"Master File Notification - Patient Location";;;;"8";;0
"MFN_M05";6;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading193";0
"MFN_M05";7;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading194";0
"MFN_M05";8;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading170";0
"MFN_M05";9;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading193";0
"MFN_M05";10;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading3500";0
"MFN_M05";61;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading193";0
"MFN_M05";81;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading170";0
"MFN_M05";91;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading197";0
"MFN_M05";92;"Master File Notification - Patient Location";;;;"8.9.1";"ch08.html#Heading257";0
"MFN_M06";3;"Master File Notification - Clinical Study with Pha";"M06";"MFN";;;;0
"MFN_M06";4;"Master File Notification - Clinical Study with Pha";"M06";"MFN";;;;0
"MFN_M06";5;"Master File Notification - Clinical Study with Pha";;;;"8";;0
"MFN_M06";6;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading280";0
"MFN_M06";7;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading281";0
"MFN_M06";8;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading250";0
"MFN_M06";9;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading280";0
"MFN_M06";10;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading3586";0
"MFN_M06";61;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading280";0
"MFN_M06";81;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading250";0
"MFN_M06";91;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading284";0
"MFN_M06";92;"Master File Notification - Clinical Study with Pha";;;;"8.11.1";"ch08.html#Heading344";0
"MFN_M07";3;"Master File Notification - Clinical Study without";"M07";"MFN";;;;0
"MFN_M07";4;"Master File Notification - Clinical Study without";"M07";"MFN";;;;0
"MFN_M07";5;"Master File Notification - Clinical Study without";;;;"8";;0
"MFN_M07";6;"Master File Notification - Clinical Study without";;;;"8.11.1";"ch08.html#Heading280";0
"MFN_M07";7;"Master File Notification - Clinical Study without";;;;"8.11.1";"ch08.html#Heading281";0
"MFN_M07";8;"Master File Notification - Clinical Study without ";;;;"8.11.1";"ch08.html#Heading250";0
"MFN_M07";9;"Master File Notification - Clinical Study without ";;;;"8.11.1";"ch08.html#Heading280";0
"MFN_M07";10;"Master File Notification - Clinical Study without";;;;"8.11.1";"ch08.html#Heading3586";0
"MFN_M07";61;"Master File Notification - Clinical Study without";;;;"8.11.1";"ch08.html#Heading280";0
"MFN_M07";81;"Master File Notification - Clinical Study without ";;;;"8.11.1";"ch08.html#Heading250";0
"MFN_M07";91;"Master File Notification - Clinical Study without";;;;"8.11.1";"ch08.html#Heading284";0
"MFN_M07";92;"Master File Notification - Clinical Study without";;;;"8.11.1";"ch08.html#Heading344";0
"MFN_M08";3;"Master File Notification - Test/Observation (Numer";"M08";"MFN";;;;0
"MFN_M08";4;"Master File Notification - Test/Observation (Numer";"M08";"MFN";;;;0
"MFN_M08";5;"Master File Notification - Test/Observation (Numer";;;;"8";;0
"MFN_M08";6;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading66";0
"MFN_M08";7;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading67";0
"MFN_M08";8;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading50";0
"MFN_M08";9;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading58";0
"MFN_M08";10;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading3301";0
"MFN_M08";61;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading66";0
"MFN_M08";81;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading50";0
"MFN_M08";91;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading58";0
"MFN_M08";92;"Master File Notification - Test/Observation (Numer";;;;"8.8.3";"ch08.html#Heading58";0
"MFN_M09";3;"Master File Notification - Test/Observation (Categ";"M09";"MFN";;;;0
"MFN_M09";4;"Master File Notification - Test/Observation (Categ";"M09";"MFN";;;;0
"MFN_M09";5;"Master File Notification - Test/Observation (Categ";;;;"8";;0
"MFN_M09";6;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading67";0
"MFN_M09";7;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading68";0
"MFN_M09";8;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading51";0
"MFN_M09";9;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading59";0
"MFN_M09";10;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading3302";0
"MFN_M09";61;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading67";0
"MFN_M09";81;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading51";0
"MFN_M09";91;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading59";0
"MFN_M09";92;"Master File Notification - Test/Observation (Categ";;;;"8.8.4";"ch08.html#Heading59";0
"MFN_M10";3;"Master File Notification - Test/Observation Batter";"M10";"MFN";;;;0
"MFN_M10";4;"Master File Notification - Test/Observation Batter";"M10";"MFN";;;;0
"MFN_M10";5;"Master File Notification - Test/Observation Batter";;;;"8";;0
"MFN_M10";6;"Master File Notification - Test/Observation Batter";;;;"8.8.5";"ch08.html#Heading68";0
"MFN_M10";7;"Master File Notification - Test/Observation Batter";;;;"8.8.5";"ch08.html#Heading69";0
"MFN_M10";8;"Master File Notification - Test/Observation Batter";;;;"8.8.5";"ch08.html#Heading52";0
"MFN_M10";9;"Master File Notification - Test/Observation Batter";;;;"8.8.5";"ch08.html#Heading60";0
"MFN_M10";10;"Master File Notification - Test/Observation Batter";;;;"8.8.5";"ch08.html#Heading3303";0
"MFN_M10";61;"Master File Notification - Test/Observation Batter";;;;"8.8.5";"ch08.html#Heading68";0
"MFN_M10";81;"Master File Notification - Test/Observation Batter";;;;"8.8.5";"ch08.html#Heading52";0
"MFN_M10";91;"Master File Notification - Test/Observation Batter";;;;"8.8.5";"ch08.html#Heading60";0
"MFN_M10";92;"Master File Notification - Test/Observation Batter";;;;"8.8.3";"ch08.html#Heading58";0
"MFN_M11";3;"Master File Notification - Test/Calculated Observa";"M11";"MFN";;;;0
"MFN_M11";4;"Master File Notification - Test/Calculated Observa";"M11";"MFN";;;;0
"MFN_M11";5;"Master File Notification - Test/Calculated Observa";;;;"8";;0
"MFN_M11";6;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading69";0
"MFN_M11";7;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading70";0
"MFN_M11";8;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading53";0
"MFN_M11";9;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading61";0
"MFN_M11";10;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading3304";0
"MFN_M11";61;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading69";0
"MFN_M11";81;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading53";0
"MFN_M11";91;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading61";0
"MFN_M11";92;"Master File Notification - Test/Calculated Observa";;;;"8.8.6";"ch08.html#Heading61";0
"MFN_M12";5;"Master File Notification - Additional Basic Observ";;;;"8";;0
"MFN_M12";6;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading70";0
"MFN_M12";7;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading71";0
"MFN_M12";8;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading54";0
"MFN_M12";9;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading62";0
"MFN_M12";10;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading3305";0
"MFN_M12";61;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading70";0
"MFN_M12";81;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading54";0
"MFN_M12";91;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading62";0
"MFN_M12";92;"Master File Notification - Additional Basic Observ";;;;"8.8.7";"ch08.html#Heading62";0
"MFN_M13";6;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading11";0
"MFN_M13";7;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading10";0
"MFN_M13";8;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading7";0
"MFN_M13";9;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading7";0
"MFN_M13";10;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading3250";0
"MFN_M13";61;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading11";0
"MFN_M13";81;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading7";0
"MFN_M13";91;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading7";0
"MFN_M13";92;"Master File Notification - General";;;;"8.4.2";"ch08.html#Heading7";0
"MFN_M15";6;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading306";0
"MFN_M15";7;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading307";0
"MFN_M15";8;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading273";0
"MFN_M15";9;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading306";0
"MFN_M15";10;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading3612";0
"MFN_M15";61;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading306";0
"MFN_M15";81;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading273";0
"MFN_M15";91;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading310";0
"MFN_M15";92;"Master File Notification - Inventory Item";;;;"8.12.1";"ch08.html#Heading370";0
"MFN_M16";7;"Master File Notification - Inventory Item Enhanced";;;;"8.12.2";"ch08.html#Heading308";0
"MFN_M16";8;"Master File Notification - Inventory Item Enhanced";;;;"8.12.2";"ch08.html#Heading274";0
"MFN_M16";9;"Master File Notification - Inventory Item Enhanced";;;;"8.12.2";"ch08.html#Heading307";0
"MFN_M16";10;"Master File Notification - Inventory Item Enhanced";;;;"8.12.2";"ch08.html#Heading3613";0
"MFN_M16";81;"Master File Notification - Inventory Item Enhanced";;;;"8.12.2";"ch08.html#Heading274";0
"MFN_M16";91;"Master File Notification - Inventory Item Enhanced";;;;"8.12.2";"ch08.html#Heading311";0
"MFN_M16";92;"Master File Notification - Inventory Item Enhanced";;;;"8.12.2";"ch08.html#Heading371";0
"MFN_M17";7;"Master File Notification - DRG";;;;"8.13.1";"ch08.html#Heading310";0
"MFN_M17";8;"Master File Notification - DRG";;;;"8.13.1";"ch08.html#Heading276";0
"MFN_M17";9;"Master File Notification - DRG";;;;"8.13.1";"ch08.html#Heading309";0
"MFN_M17";10;"Master File Notification - DRG";;;;"8.13.1";"ch08.html#Heading3615";0
"MFN_M17";81;"Master File Notification - DRG";;;;"8.13.1";"ch08.html#Heading276";0
"MFN_M17";91;"Master File Notification - DRG";;;;"8.13.1";"ch08.html#Heading313";0
"MFN_M17";92;"Master File Notification - DRG";;;;"8.13.1";"ch08.html#Heading373";0
"MFN_M18";10;;;;;"8.8.8";"ch08.html#Heading3306";0
"MFN_M18";92;;;;;"8.8.8";"ch08.html#Heading63";0
"MFN_M19";10;;;;;"8.14.1";"ch08.html#Heading3624";0
"MFN_Znn";6;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading14";0
"MFN_Znn";7;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading13";0
"MFN_Znn";8;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading9";0
"MFN_Znn";9;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading10";0
"MFN_Znn";10;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading3253";0
"MFN_Znn";61;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading14";0
"MFN_Znn";81;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading9";0
"MFN_Znn";91;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading10";0
"MFN_Znn";92;"Master File Notification - Site Defined";;;;"8.4.3";"ch08.html#Heading10";0
"MFQ_M01";4;;"M01";"MFQ";;;;0
"MFQ_M01";5;;;;;"8";;0
"MFQ_M01";6;;;;;"8.4.4";"ch08.html#Heading18";0
"MFQ_M01";7;;;;;"8.4.4";"ch08.html#Heading17";0
"MFQ_M01";61;;;;;"8.4.4";"ch08.html#Heading18";0
"MFR_M01";4;;"M01";"MFR";;;;0
"MFR_M01";5;;;;;"8";;0
"MFR_M01";6;;;;;"8.4.4";"ch08.html#Heading18";0
"MFR_M01";7;;;;;"8.4.4";"ch08.html#Heading17";0
"MFR_M01";61;;;;;"8.4.4";"ch08.html#Heading18";0
"MFR_M04";6;;;;;"8.10.1";"ch08.html#Heading242";0
"MFR_M04";7;;;;;"8.10.1";"ch08.html#Heading243";0
"MFR_M04";61;;;;;"8.10.1";"ch08.html#Heading242";0
"MFR_M05";6;;;;;"8.9.1";"ch08.html#Heading193";0
"MFR_M05";7;;;;;"8.9.1";"ch08.html#Heading194";0
"MFR_M05";61;;;;;"8.9.1";"ch08.html#Heading193";0
"MFR_M06";6;;;;;"8.11.1";"ch08.html#Heading280";0
"MFR_M06";7;;;;;"8.11.1";"ch08.html#Heading281";0
"MFR_M06";61;;;;;"8.11.1";"ch08.html#Heading280";0
"MFR_M07";6;;;;;"8.11.1";"ch08.html#Heading280";0
"MFR_M07";7;;;;;"8.11.1";"ch08.html#Heading281";0
"MFR_M07";61;;;;;"8.11.1";"ch08.html#Heading280";0
"NMD_N02";4;"Application Management Data";;;;"14";;0
"NMD_N02";5;"Application Management Data";;;;"14";;0
"NMD_N02";6;"Application Management Data";;;;"14.3.2";"ch14.html#Heading7";0
"NMD_N02";7;"Application Management Data";;;;"14.3.2";"ch14.html#Heading7";0
"NMD_N02";8;"Application Management Data";;;;"14.3.2";"ch14.html#Heading6";0
"NMD_N02";9;"Application Management Data";;;;"14.3.2";"ch14.html#Heading6";0
"NMD_N02";10;"Application Management Data";;;;"14.3.2";"ch14.html#Heading4563";0
"NMD_N02";61;"Application Management Data";;;;"14.3.2";"ch14.html#Heading7";0
"NMD_N02";81;"Application Management Data";;;;"14.3.2";"ch14.html#Heading6";0
"NMD_N02";91;"Application Management Data";;;;"14.3.2";"ch14.html#Heading6";0
"NMD_N02";92;"Application Management Data";;;;"14.3.2";"ch14.html#Heading6";0
"NMQ_N01";4;;;;;"14";;0
"NMQ_N01";5;;;;;"14";;0
"NMQ_N01";6;;;;;"14.3.1";"ch14.html#Heading5";0
"NMQ_N01";7;;;;;"14.3.1";"ch14.html#Heading5";0
"NMQ_N01";61;;;;;"14.3.1";"ch14.html#Heading5";0
"NMR_N01";4;"APP_STATUS";;;;"14";;0
"NMR_N01";5;"APP_STATUS";;;;"14";;0
"NMR_N01";6;"APP_STATUS";;;;"14.3.1";"ch14.html#Heading5";0
"NMR_N01";7;"APP_STATUS";;;;"14.3.1";"ch14.html#Heading5";0
"NMR_N01";61;"APP_STATUS";;;;"14.3.1";"ch14.html#Heading5";0
"NUL";3;"no message";"NUL";"NUL";;;;0
"NUL";4;"no message";"NUL";"NUL";;;;0
"NUL";5;"no message";;;;"0";;0
"NUL";6;"no message";;;;;;0
"NUL";7;"no message";;;;;;0
"NUL";8;"no message";;;;;;0
"NUL";9;"no message";;;;;;0
"NUL";10;"no message";;;;;;0
"NUL";32;"no message";;;;;;0
"NUL";61;"no message";;;;;;0
"NUL";91;"no message";;;;;;0
"NUL";92;"no message";;;;;;0
"NUL";540;"no message";;;;;;0
"OMB_O27";6;"Blood Product Order Message";;;;"4.20.1";"ch04.html#Heading466";0
"OMB_O27";7;"Blood Product Order Message";;;;"4.20.1";"ch04.html#Heading482";0
"OMB_O27";8;"Blood Product Order Message";;;;"4.13.1";"ch04.html#Heading214";0
"OMB_O27";9;"Blood Product Order Message";;;;"4.13.1";"ch04.html#Heading230";0
"OMB_O27";10;"Blood Product Order Message";;;;"4.13.2";"ch04.html#Heading1681";0
"OMB_O27";61;"Blood Product Order Message";;;;"4.20.1";"ch04.html#Heading468";0
"OMB_O27";81;"Blood Product Order Message";;;;"4.12.1";"ch04.html#Heading214";0
"OMB_O27";91;"Blood Product Order Message";;;;"4.13.1";"ch04.html#Heading242";0
