"seg_code";"version_id";"description";"interpretation";"function_area";"generate";"last_field_repeatable";"visible";"section";"anchor";"owl_gen";"steward";"segment_type"
"CSS";6;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading212";0;;2
"CSS";7;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading220";0;;2
"CSS";8;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading233";0;;2
"CSS";9;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading247";0;;2
"CSS";10;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading3051";0;;2
"CSS";61;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading217";0;;2
"CSS";81;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading234";0;;2
"CSS";91;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading248";0;;2
"CSS";92;"Clinical Study Data Schedule Segment";"Ablaufinformationen zur klinischen Studie";;0;0;1;"7.8.3";"ch07.html#Heading257";0;;2
"CTD";3;"Contact Data";"Kontaktinformationen";;0;0;1;"11.5.4";"ch11.htm#Heading79";0;;2
"CTD";4;"Contact Data";"Kontaktinformationen";;0;0;1;"11.5.4";"ch11.html#Heading89";0;;2
"CTD";5;"Contact Data";"Kontaktinformationen";;0;0;1;"11.6.4";"ch11.htm#Heading90";0;;2
"CTD";6;"Contact Data";"Kontaktinformationen";;0;0;1;"11.6.4";"ch11.html#Heading90";0;;2
"CTD";7;"Contact Data";"Kontaktinformationen";;0;0;1;"11.6.4";"ch11.html#Heading96";0;;2
"CTD";8;"Contact Data";"Kontaktinformationen";;0;0;1;"11.8.4";"ch11.html#Heading103";0;;2
"CTD";9;"Contact Data";"Kontaktinformationen";;0;0;1;"11.8.4";"ch11.html#Heading139";0;;2
"CTD";10;"Contact Data";"Kontaktinformationen";;0;0;1;"11.8.4";"ch11.html#Heading4127";0;;2
"CTD";61;"Contact Data";"Kontaktinformationen";;0;0;1;"11.6.4";"ch11.html#Heading90";0;;2
"CTD";81;"Contact Data";"Kontaktinformationen";;0;0;1;"11.7.4";"ch11.html#Heading102";0;;2
"CTD";91;"Contact Data";"Kontaktinformationen";;0;0;1;"11.8.4";"ch11.html#Heading139";0;;2
"CTD";92;"Contact Data";"Kontaktinformationen";;0;0;1;"11.8.4";"ch11.html#Heading139";0;;2
"CTI";3;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.7.4";"ch7.htm#Heading160";0;;2
"CTI";4;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.7.4";"ch7.html#Heading178";0;;2
"CTI";5;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.htm#Heading181";0;;2
"CTI";6;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading217";0;;2
"CTI";7;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading225";0;;2
"CTI";8;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading237";0;;2
"CTI";9;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading252";0;;2
"CTI";10;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading3056";0;;2
"CTI";61;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading222";0;;2
"CTI";81;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading238";0;;2
"CTI";91;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading253";0;;2
"CTI";92;"Clinical Trial Identification";"Studienidentifizierung";;0;0;1;"7.8.4";"ch07.html#Heading262";0;;2
"CTR";10;"Contract Master Outbound";;;0;0;1;"8.14.2";"ch08.html#Heading3625";0;;2
"DB1";3;"Disability Segment";"Informationen über Behinderungen";"ADT";0;0;1;"3.3.10";"ch3.htm#Heading258";0;"PA";2
"DB1";4;"Disability Segment";"Informationen über Behinderungen";;0;0;1;"3.3.10";"ch3.html#Heading268";0;"PA";2
"DB1";5;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.11";"ch03.htm#Heading327";0;"PA";2
"DB1";6;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.11";"ch03.html#Heading332";0;"PA";2
"DB1";7;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.11";"ch03.html#Heading334";0;"PA";2
"DB1";8;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.12";"ch03.html#Heading343";0;"PA";2
"DB1";9;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.12";"ch03.html#Heading354";0;"PA";2
"DB1";10;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.12";"ch03.html#Heading1291";0;"PA";2
"DB1";61;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.11";"ch03.html#Heading332";0;"PA";2
"DB1";81;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.12";"ch03.html#Heading343";0;"PA";2
"DB1";91;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.12";"ch03.html#Heading354";0;"PA";2
"DB1";92;"Disability";"Informationen über Behinderungen";;0;0;1;"3.4.12";"ch03.html#Heading354";0;"PA";2
"DEV";10;"Device";"Gerät";;0;0;1;"17.8.1";"ch17.html#Heading5171";0;;2
"DG1";1;"DIAGNOSIS";"Diagnoseninformation";"BLN";0;0;1;"6.3.2";"kap6.html#Heading10";0;;2
"DG1";2;"DIAGNOSIS";"Diagnoseninformation";"BLN";0;0;1;"6.4.2";"hl7chp6.html#Heading34";0;;2
"DG1";3;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.4.2";"ch6.htm#Heading38";0;;2
"DG1";4;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.4.2";"ch6.html#Heading40";0;;2
"DG1";5;"Diagnosis";"Diagnoseninformation";;1;0;1;"6.5.2";"ch06.htm#Heading42";0;;2
"DG1";6;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading49";0;;2
"DG1";7;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading49";0;;2
"DG1";8;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading60";0;;2
"DG1";9;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading61";0;;2
"DG1";10;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading2385";0;;2
"DG1";32;"Diagnosis";"Diagnoseninformation";;0;0;1;;;0;;2
"DG1";61;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading49";0;;2
"DG1";81;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading60";0;;2
"DG1";91;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading61";0;;2
"DG1";92;"Diagnosis";"Diagnoseninformation";;0;0;1;"6.5.2";"ch06.html#Heading61";0;;2
"DG1";540;"Diagnosis";"Diagnoseninformation";;0;0;1;;;0;;2
"DMI";7;"DRG Master File Information";"DRG-Stammdaten";;0;0;1;"8.13.2";"ch08.html#Heading311";0;;2
"DMI";8;"DRG Master File Information";"DRG-Stammdaten";;0;0;1;"8.13.2";"ch08.html#Heading277";0;;2
"DMI";9;"DRG Master File Information";"DRG-Stammdaten";;0;0;1;"8.13.2";"ch08.html#Heading310";0;;2
"DMI";10;"DRG Master File Information";"DRG-Stammdaten";;0;0;1;"8.13.2";"ch08.html#Heading3616";0;;2
"DMI";81;"DRG Master File Information";"DRG-Stammdaten";;0;0;1;"8.13.2";"ch08.html#Heading277";0;;2
"DMI";91;"DRG Master File Information";"DRG-Stammdaten";;0;0;1;"8.13.2";"ch08.html#Heading314";0;;2
"DMI";92;"DRG Master File Information";"DRG-Stammdaten";;0;0;1;"8.13.2";"ch08.html#Heading374";0;;2
"DON";9;"Donation";;;0;0;1;"4.17.1";"ch04.html#Heading326";0;"OO";2
"DON";10;"Donation";;;0;0;1;"4.17.1";"ch04.html#Heading1779";0;"OO";2
"DON";91;"Donation";;;0;0;1;"4.17.1";"ch04.html#Heading338";0;"OO";2
"DON";92;"Donation";;;0;0;1;"4.17.1";"ch04.html#Heading338";0;"OO";2
"DPS";10;"Diagnosis and Procedure Code Segment";;;0;0;1;"8.8.19";"ch08.html#Heading3492";0;;2
"DPS";92;"Diagnosis and Procedure Code";;;0;0;1;"8.8.19";"ch08.html#Heading249";0;;2
"DRG";3;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.4.3";"ch6.htm#Heading58";0;;2
"DRG";4;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.4.3.8";"ch6.html#Heading70";0;;2
"DRG";5;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.htm#Heading63";0;;2
"DRG";6;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading72";0;;2
"DRG";7;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading77";0;;2
"DRG";8;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading87";0;;2
"DRG";9;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading89";0;;2
"DRG";10;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading2413";0;;2
"DRG";61;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading72";0;;2
"DRG";81;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading87";0;;2
"DRG";91;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading89";0;;2
"DRG";92;"Diagnosis Related Group";"Informationen zu DRG's";;0;0;1;"6.5.3";"ch06.html#Heading89";0;;2
"DSC";1;"CONTINUATION POINTER";"Informationen über zugehörige Vorgängernachricht";"QRY";0;0;1;"5.3.1";"kap5.html#Heading15";0;;2
"DSC";2;"CONTINUATION POINTER";"Informationen über zugehörige Vorgängernachricht";"QRY";0;0;1;"2.10.8";"hl7chp2.html#Heading150";0;"InM";2
"DSC";3;"Continuation pointer segment";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.24.8";"ch2.htm#Heading381";0;"InM";2
"DSC";4;"Continuation pointer segment";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.24.8";"ch2.html#Heading468";0;"InM";2
"DSC";5;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.16.4";"ch02.htm#Heading410";0;"InM";2
"DSC";6;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.15.4";"ch02.html#Heading167";0;"InM";2
"DSC";7;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.14.4";"ch02.html#Heading118";0;"InM";2
"DSC";8;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.14.4";"ch02.html#Heading116";0;"InM";2
"DSC";9;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.14.4";"ch02.html#Heading127";0;"InM";2
"DSC";10;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.14.4";"ch02.html#Heading180";0;"InM";2
"DSC";61;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.15.4";"ch02.html#Heading167";0;"InM";2
"DSC";81;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.14.4";"ch02.html#Heading116";0;"InM";2
"DSC";91;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.14.4";"ch02.html#Heading127";0;"InM";2
"DSC";92;"Continuation Pointer";"Informationen über zugehörige Vorgängernachricht";;0;0;1;"2.14.4";"ch02.html#Heading127";0;"InM";2
"DSP";1;"DISPLAY DATA";"Anzeigedaten";"QRY";0;0;1;"5.3.2";"kap5.html#Heading16";0;;2
"DSP";2;"DISPLAY DATA";"Anzeigedaten";"QRY";0;0;1;"2.10.9";"hl7chp2.html#Heading152";0;"InM";2
"DSP";3;"Display Data";"Anzeigedaten";;0;0;1;"2.24.9";"ch2.htm#Heading383";0;"InM";2
"DSP";4;"Display Data";"Anzeigedaten";;0;0;1;"2.24.9";"ch2.html#Heading471";0;"InM";2
"DSP";5;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.htm#Heading55";0;;2
"DSP";6;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading55";0;;2
"DSP";7;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading55";0;;2
"DSP";8;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading50";0;;2
"DSP";9;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading55";0;;2
"DSP";10;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading2200";0;;2
"DSP";61;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading55";0;;2
"DSP";81;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading50";0;;2
"DSP";91;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading55";0;;2
"DSP";92;"Display Data";"Anzeigedaten";;0;0;1;"5.5.1";"ch05.html#Heading55";0;;2
"DST";10;"Transport Destination";;;0;0;1;"13.4.13";"ch13.html#Heading4530";0;;2
"ECD";5;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.htm#Heading168";0;;2
"ECD";6;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading169";0;;2
"ECD";7;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading169";0;;2
"ECD";8;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading165";0;;2
"ECD";9;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading169";0;;2
"ECD";10;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading4461";0;;2
"ECD";61;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading169";0;;2
"ECD";81;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading165";0;;2
"ECD";91;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading169";0;;2
"ECD";92;"Equipment Command";"Gerätesteuerung";;0;0;1;"13.4.5";"ch13.html#Heading169";0;;2
"ECR";5;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.htm#Heading175";0;;2
"ECR";6;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading176";0;;2
"ECR";7;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading176";0;;2
"ECR";8;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading171";0;;2
"ECR";9;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading176";0;;2
"ECR";10;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading4468";0;;2
"ECR";61;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading176";0;;2
"ECR";81;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading171";0;;2
"ECR";91;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading176";0;;2
"ECR";92;"Equipment Command Response";"Antwort auf Gerätesteuerung";;0;0;1;"13.4.6";"ch13.html#Heading176";0;;2
"ED";6;"Encapsulated Data (wrong segment)";"Encapsulated Data (falsche Segmentdefinition)";;0;0;1;"7.11.2";;0;;2
"ED";7;"Encapsulated Data (wrong segment)";"Encapsulated Data (falsche Segmentdefinition)";;0;0;1;"7.11.2";;0;;2
"ED";61;"Encapsulated Data (wrong segment)";"Encapsulated Data (falsche Segmentdefinition)";;0;0;1;"7.11.2";;0;;2
"EDU";5;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.2";"ch15.htm#Heading21";0;"PA";2
"EDU";6;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading56";0;"PA";2
"EDU";7;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading56";0;"PA";2
"EDU";8;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading56";0;"PA";2
"EDU";9;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading56";0;"PA";2
"EDU";10;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading4653";0;"PA";2
"EDU";61;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading56";0;"PA";2
"EDU";81;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading56";0;"PA";2
"EDU";91;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading56";0;"PA";2
"EDU";92;"Educational Detail";"Ausbildungsinformationen";;0;0;1;"15.4.3";"ch15.html#Heading56";0;"PA";2
"EQL";3;"Embedded Query Language";"Embedded Query Language Abfrage";;0;0;1;"2.24.16";"ch2.htm#Heading428";0;"InM";2
"EQL";4;"Embedded Query Language";"Embedded Query Language Abfrage";;0;0;1;"2.24.16.4";"ch2.html#Heading529";0;"InM";2
"EQL";5;"Embedded Query Language";"Embedded Query Language Abfrage";;0;0;1;"5.10.5.1";"ch05.htm#Heading180";0;;2
"EQL";6;"Embedded Query Language";"Embedded Query Language Abfrage";;0;0;1;"5.10.5.1";"ch05.html#Heading180";0;;2
"EQL";61;"Embedded Query Language";"Embedded Query Language Abfrage";;0;0;1;"5.10.5.1";"ch05.html#Heading180";0;;2
"EQP";5;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.htm#Heading226";0;;2
"EQP";6;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading227";0;;2
"EQP";7;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading227";0;;2
"EQP";8;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading216";0;;2
"EQP";9;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading228";0;;2
"EQP";10;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading4523";0;;2
"EQP";61;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading227";0;;2
"EQP";81;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading216";0;;2
"EQP";91;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading228";0;;2
"EQP";92;"Equipment/log Service";"Geräteprotokollinformationen";;0;0;1;"13.4.12";"ch13.html#Heading228";0;;2
"EQU";5;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.htm#Heading90";0;;2
"EQU";6;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading89";0;;2
"EQU";7;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading89";0;;2
"EQU";8;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading89";0;;2
"EQU";9;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading89";0;;2
"EQU";10;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading4373";0;;2
"EQU";61;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading89";0;;2
"EQU";81;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading89";0;;2
"EQU";91;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading89";0;;2
"EQU";92;"Equipment Detail";"Geräteinformationen";;0;0;1;"13.4.1";"ch13.html#Heading89";0;;2
"ERQ";3;"Event Replay Query";"Anfrage zur nochmaligen Übersendung";;0;0;1;"2.24.21";"ch2.htm#Heading449";0;"InM";2
"ERQ";4;"Event Replay Query";"Anfrage zur nochmaligen Übersendung";;0;0;1;"2.24.21";"ch2.html#Heading550";0;"InM";2
"ERQ";5;"Event Replay Query";"Anfrage zur nochmaligen Übersendung";;0;0;1;"5.10.5.2";"ch05.htm#Heading186";0;;2
"ERQ";6;"Event replay query";"Anfrage zur nochmaligen Übersendung";;0;0;1;"5.10.5.2";"ch05.html#Heading185";0;;2
"ERQ";61;"Event replay query";"Anfrage zur nochmaligen Übersendung";;0;0;1;"5.10.5.2";"ch05.html#Heading185";0;;2
"ERR";1;"ERROR";"Fehlerinformationen";"CNT";0;0;1;"2.5.4";"kap2.html#Heading56";0;"InM";2
"ERR";2;"ERROR";"Fehlerinformationen";"CNT";0;0;1;"2.10.3";"hl7chp2.html#Heading109";0;"InM";2
"ERR";3;"Error";"Fehlerinformationen";;0;0;1;"2.24.3";"ch2.htm#Heading338";0;"InM";2
"ERR";4;"Error";"Fehlerinformationen";;0;0;1;"2.24.3";"ch2.html#Heading420";0;"InM";2
"ERR";5;"Error";"Fehlerinformationen";;1;0;1;"2.16.5";"ch02.htm#Heading414";0;"InM";2
"ERR";6;"Error";"Fehlerinformationen";;0;0;1;"2.15.5";"ch02.html#Heading171";0;"InM";2
"ERR";7;"Error";"Fehlerinformationen";;0;0;1;"2.14.5";"ch02.html#Heading122";0;"InM";2
"ERR";8;"Error";"Fehlerinformationen";;0;0;1;"2.14.5";"ch02.html#Heading119";0;"InM";2
"ERR";9;"Error";"Fehlerinformationen";;0;0;1;"2.14.5";"ch02.html#Heading131";0;"InM";2
"ERR";10;"Error";"Fehlerinformationen";;0;0;1;"2.14.5";"ch02.html#Heading184";0;"InM";2
"ERR";61;"Error";"Fehlerinformationen";;0;0;1;"2.15.5";"ch02.html#Heading171";0;"InM";2
"ERR";81;"Error";"Fehlerinformationen";;0;0;1;"2.14.5";"ch02.html#Heading119";0;"InM";2
"ERR";91;"Error";"Fehlerinformationen";;0;0;1;"2.14.5";"ch02.html#Heading131";0;"InM";2
"ERR";92;"Error";"Fehlerinformationen";;0;0;1;"2.14.5";"ch02.html#Heading131";0;"InM";2
"ERR";540;"Error";"Fehlerinformationen";;0;0;1;;;0;;2
"EVN";1;"EVENT TYPE";"Ereignissinformationen";"ADT";0;0;1;"3.3.1";"kap3.html#Heading29";0;"PA";2
"EVN";2;"EVENT TYPE";"Ereignissinformationen";"ADT";0;0;1;"3.3.1";"hl7chp3.html#Heading43";0;"PA";2
"EVN";3;"Event type";"Ereignissinformationen";;0;0;1;"3.3.1";"ch3.htm#Heading57";0;"PA";2
"EVN";4;"Event Type";"Ereignissinformationen";;0;0;1;"3.3.1";"ch3.html#Heading58";0;"PA";2
"EVN";5;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.htm#Heading70";0;"PA";2
"EVN";6;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading70";0;"PA";2
"EVN";7;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading70";1;"PA";2
"EVN";8;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading69";0;"PA";2
"EVN";9;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading69";0;"PA";2
"EVN";10;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading1005";0;"PA";2
"EVN";32;"Event Type";"Ereignissinformationen";;0;0;1;;;0;;2
"EVN";61;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading70";0;"PA";2
"EVN";81;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading69";0;"PA";2
"EVN";91;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading69";0;"PA";2
"EVN";92;"Event Type";"Ereignissinformationen";;0;0;1;"3.4.1";"ch03.html#Heading69";0;"PA";2
"EVN";540;"Event Type";"Ereignissinformationen";;0;0;1;;;0;;2
"FAC";3;"Facility";"Einrichtungsinformationen";;0;0;1;"7.11.6";"ch7.htm#Heading284";0;;2
"FAC";4;"Facility";"Einrichtungsinformationen";;0;0;1;"7.11.6";"ch7.html#Heading311";0;;2
"FAC";5;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.htm#Heading315";0;;2
"FAC";6;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading351";0;;2
"FAC";7;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading359";0;;2
"FAC";8;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading364";0;;2
"FAC";9;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading386";0;;2
"FAC";10;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading3190";0;;2
"FAC";61;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading356";0;;2
"FAC";81;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading365";0;;2
"FAC";91;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading387";0;;2
"FAC";92;"Facility";"Einrichtungsinformationen";;0;0;1;"7.12.6";"ch07.html#Heading396";0;;2
"FHS";1;"FILE HEADER";"Stapeldateien - Startinformationen";"CNT";0;0;1;"2.5.5";"kap2.html#Heading57";0;"InM";1
"FHS";2;"FILE HEADER";"Stapeldateien - Startinformationen";"CNT";0;0;1;"2.10.11";"hl7chp2.html#Heading160";0;"InM";1
"FHS";3;"File Header";"Stapeldateien - Startinformationen";;0;0;1;"2.24.11";"ch2.htm#Heading391";0;"InM";1
"FHS";4;"File Header";"Stapeldateien - Startinformationen";;0;0;1;"2.24.11";"ch2.html#Heading481";0;"InM";1
"FHS";5;"File Header";"Stapeldateien - Startinformationen";;0;0;1;"2.16.6";"ch02.htm#Heading417";0;"InM";1
"FHS";6;"File Header";"Stapeldateien - Startinformationen";;0;0;1;"2.15.6";"ch02.html#Heading185";0;"InM";1
"FHS";7;"File Header";"Stapeldateien - Startinformationen";;0;0;1;"2.14.6";"ch02.html#Heading136";0;"InM";1
